player_id,player_name_x,team_x,total_runs,balls_faced,fours,sixes,innings_batted,strike_rate,boundary_runs,boundary_pct,avg_batting_pos,player_name_y,team_y,total_wickets,runs_conceded,balls_bowled,innings_bowled,overs_bowled,economy,player_name,team,role_clean,bowling_type,dashboard_role,batting_role,batting_impact,bowling_impact,allrounder_impact
P136,Pathum Nissanka,Sri Lanka,50.0,38.0,7.0,1.0,3.0,131.57894736842107,34.0,68.0,1.0,,,,,,,,,Pathum Nissanka,Sri Lanka,bat,unknown,Batsman,Opener,78.07368421052632,,
P137,Asalanka,Sri Lanka,71.0,51.0,2.0,6.0,3.0,139.2156862745098,44.0,61.97183098591549,5.333333333333333,,,,,,,,,Charith Asalanka,Sri Lanka,ar,offbreak,All-Rounder,Middle Order,89.65907207953605,,
P138,Dhananjaya de Silva,Sri Lanka,55.0,52.0,4.0,1.0,2.0,105.76923076923077,22.0,40.0,4.0,Dhananjaya de Silva,SRI LANKA,1.0,11.0,12.0,1.0,2.0,5.5,Dhananjaya de Silva,Sri Lanka,ar,offbreak,All-Rounder,Middle Order,67.23076923076923,-1.6,39.69846153846154
P139,Mathews,Sri Lanka,62.0,50.0,2.0,4.0,3.0,124.0,32.0,51.61290322580645,6.666666666666667,Angelo Mathews,SRI LANKA,0.0,36.0,30.0,2.0,5.0,7.2,Angelo Mathews,Sri Lanka,ar,fast-medium,All-Rounder,Finisher,78.52258064516128,-2.8800000000000003,45.96154838709677
P14,Bumrah,India,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,10.0,Bumrah,INDIA,15.0,124.0,178.0,8.0,29.666666666666668,4.179775280898876,Jasprit Bumrah,India,bowl,fast,Pacer,Not a Batter,,7.328089887640449,
P140,Kamindu Mendis,Sri Lanka,32.0,40.0,3.0,1.0,3.0,80.0,18.0,56.25,3.0,,,,,,,,,Kamindu Mendis,Sri Lanka,ar,offbreak,All-Rounder,Anchor,51.25,,
P141,Shanaka,Sri Lanka,12.0,18.0,0.0,1.0,3.0,66.66666666666666,6.0,50.0,7.666666666666667,Dasun Shanaka,SRI LANKA,2.0,27.0,30.0,3.0,5.0,5.4,Dasun Shanaka,Sri Lanka,ar,medium,All-Rounder,Finisher,36.0,-0.9600000000000002,21.215999999999998
P142,W Hasaranga (c),Sri Lanka,20.0,9.0,1.0,2.0,3.0,222.22222222222223,16.0,80.0,6.0,Wanindu Hasaranga (c),SRI LANKA,6.0,79.0,68.0,3.0,11.333333333333334,6.970588235294117,Wanindu Hasaranga,Sri Lanka,ar,legbreak,All-Rounder,Finisher,92.66666666666667,0.8117647058823527,55.924705882352946
P144,Kusal Mendis,Sri Lanka,75.0,67.0,8.0,0.0,3.0,111.94029850746267,32.0,42.66666666666667,2.0,,,,,,,,,Kusal Mendis WK-,Sri Lanka,wk,unknown,Batsman,Opener,79.61542288557213,,
P145,Samarawickrama,Sri Lanka,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,5.0,,,,,,,,,Sadeera Samarawickrama WK-,Sri Lanka,wk,unknown,Batsman,Middle Order,,,
P148,Matheesha Pathirana,Sri Lanka,0.0,5.0,0.0,0.0,2.0,0.0,0.0,,10.0,Matheesha Pathirana,SRI LANKA,3.0,51.0,60.0,3.0,10.0,5.1,Matheesha Pathirana,Sri Lanka,bowl,fast,Pacer,Not a Batter,,-0.2400000000000002,
P149,M Theekshana,Sri Lanka,7.0,19.0,1.0,0.0,2.0,36.84210526315789,4.0,57.14285714285714,9.0,Maheesh Theekshana,SRI LANKA,1.0,53.0,48.0,3.0,8.0,6.625,Maheesh Theekshana,Sri Lanka,bowl,offbreak,Spinner,Not a Batter,25.981203007518793,-2.0500000000000003,14.768721804511275
P15,Siraj,India,7.0,7.0,0.0,0.0,1.0,100.0,0.0,0.0,11.0,Siraj,INDIA,1.0,57.0,66.0,3.0,11.0,5.181818181818182,Mohammed Siraj,India,bowl,fast,Pacer,Not a Batter,33.5,-1.4727272727272727,19.510909090909088
P150,N Thushara,Sri Lanka,0.0,5.0,0.0,0.0,2.0,0.0,0.0,,11.0,Nuwan Thushara,SRI LANKA,8.0,60.0,64.0,3.0,10.666666666666666,5.625,Nuwan Thushara,Sri Lanka,bowl,fast-medium,Pacer,Not a Batter,,2.55,
P151,Kane Williamson (c),New Zealand,28.0,32.0,3.0,0.0,3.0,87.5,12.0,42.857142857142854,3.6666666666666665,,,,,,,,,Kane Williamson,New Zealand,bat,offbreak,Batsman,Middle Order,48.82142857142857,,
P152,Finn Allen,New Zealand,35.0,43.0,4.0,1.0,4.0,81.3953488372093,22.0,62.857142857142854,1.25,,,,,,,,,Finn Allen,New Zealand,bat,unknown,Batsman,Opener,54.49003322259136,,
P153,Mark Chapman,New Zealand,4.0,7.0,0.0,0.0,1.0,57.14285714285714,0.0,0.0,6.0,,,,,,,,,Mark Chapman,New Zealand,bat,orthodox,Batsman,Finisher,19.142857142857142,,
P154,Glenn Phillips,New Zealand,58.0,51.0,5.0,2.0,2.0,113.72549019607843,32.0,55.172413793103445,5.5,Glenn Phillips,NEW ZEALAND,0.0,9.0,6.0,1.0,1.0,9.0,Glenn Phillips,New Zealand,ar,offbreak,All-Rounder,Middle Order,74.15212981744422,-3.6,43.05127789046653
P155,Michael Bracewell,New Zealand,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,7.0,M Bracewell,NEW ZEALAND,0.0,27.0,18.0,1.0,3.0,9.0,Michael Bracewell,New Zealand,ar,offbreak,All-Rounder,Finisher,,-3.6,
P156,Daryl Mitchell,New Zealand,36.0,30.0,5.0,0.0,3.0,120.0,20.0,55.55555555555556,4.666666666666667,Daryl Mitchell,NEW ZEALAND,0.0,35.0,12.0,2.0,2.0,17.5,Daryl Mitchell,New Zealand,ar,medium,All-Rounder,Middle Order,65.11111111111111,-7.0,36.26666666666667
P157,James Neesham,New Zealand,10.0,11.0,0.0,1.0,1.0,90.9090909090909,6.0,60.0,7.0,Neesham,NEW ZEALAND,1.0,27.0,24.0,1.0,4.0,6.75,James Neesham,New Zealand,ar,fast-medium,All-Rounder,Finisher,44.272727272727266,-2.1,25.72363636363636
P158,Rachin Ravindra,New Zealand,17.0,25.0,0.0,0.0,3.0,68.0,0.0,0.0,3.0,Rachin Ravindra,NEW ZEALAND,2.0,9.0,18.0,1.0,3.0,3.0,Rachin Ravindra,New Zealand,ar,orthodox,All-Rounder,Anchor,28.9,-2.220446049250313e-16,17.34
P159,Mitchell Santner,New Zealand,25.0,20.0,0.0,3.0,2.0,125.0,18.0,72.0,8.0,Santner,NEW ZEALAND,4.0,76.0,82.0,4.0,13.666666666666666,5.560975609756098,Mitchell Santner,New Zealand,ar,orthodox,All-Rounder,Finisher,64.4,0.1756097560975607,38.710243902439025
P160,Devon Conway,New Zealand,70.0,65.0,7.0,3.0,4.0,107.6923076923077,46.0,65.71428571428571,1.75,,,,,,,,,Devon Conway,New Zealand,wk,medium,Batsman,Opener,80.45054945054945,,
P161,Trent Boult,New Zealand,10.0,11.0,0.0,1.0,2.0,90.9090909090909,6.0,60.0,10.5,Boult,NEW ZEALAND,9.0,59.0,96.0,4.0,16.0,3.6875,Trent Boult,New Zealand,bowl,fast-medium,Pacer,Not a Batter,44.272727272727266,3.9249999999999994,28.13363636363636
P162,Lockie Ferguson,New Zealand,2.0,5.0,0.0,0.0,2.0,40.0,0.0,0.0,10.5,Lockie Ferguson,NEW ZEALAND,7.0,64.0,96.0,4.0,16.0,4.0,Lockie Ferguson,New Zealand,bowl,fast,Pacer,Not a Batter,13.0,2.6,8.84
P163,Matt Henry,New Zealand,12.0,17.0,0.0,1.0,1.0,70.58823529411765,6.0,50.0,9.0,Matt Henry,NEW ZEALAND,2.0,37.0,24.0,1.0,4.0,9.25,Matt Henry,New Zealand,bowl,fast-medium,Pacer,Not a Batter,37.17647058823529,-2.5,21.305882352941172
P164,,,,,,,,,,,,Ish Sodhi,NEW ZEALAND,2.0,29.0,22.0,1.0,3.6666666666666665,7.909090909090909,Ish Sodhi,New Zealand,bowl,legbreak,Spinner,Not a Batter,,-1.963636363636364,
P165,Tim Southee,New Zealand,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,9.0,Southee,NEW ZEALAND,7.0,36.0,72.0,3.0,12.0,3.0,Tim Southee,New Zealand,bowl,fast-medium,Pacer,Not a Batter,,3.0,
P166,Ibrahim Zadran,Afghanistan,231.0,215.0,25.0,4.0,8.0,107.44186046511628,124.0,53.67965367965368,2.125,,,,,,,,,Ibrahim Zadran,Afghanistan,bat,fast-medium,Batsman,Opener,158.46848887546562,,
P167,Najibullah,Afghanistan,22.0,23.0,0.0,2.0,4.0,95.65217391304348,12.0,54.54545454545454,5.5,,,,,,,,,Najibullah Zadran,Afghanistan,bat,offbreak,Batsman,Middle Order,50.60474308300395,,
P168,Hazratullah Zazai,Afghanistan,2.0,4.0,0.0,0.0,1.0,50.0,0.0,0.0,2.0,,,,,,,,,Hazratullah Zazai,Afghanistan,bat,orthodox,Batsman,Opener,16.0,,
P169,Gulbadin,Afghanistan,90.0,86.0,9.0,3.0,8.0,104.65116279069768,54.0,60.0,4.5,Gulbadin,AFGHANISTAN,7.0,47.0,54.0,4.0,9.0,5.222222222222222,Gulbadin Naib,Afghanistan,ar,fast-medium,All-Rounder,Middle Order,88.3953488372093,2.111111111111111,53.88165374677002
P17,Balbirnie,Ireland,22.0,32.0,2.0,0.0,3.0,68.75,8.0,36.36363636363637,1.0,,,,,,,,,Andrew Balbirnie,Ireland,bat,offbreak,Batsman,Opener,38.89772727272727,,
P170,Azmatullah,Afghanistan,111.0,102.0,7.0,4.0,8.0,108.8235294117647,52.0,46.846846846846844,4.0,Azmatullah Omarzai,AFGHANISTAN,2.0,104.0,67.0,6.0,11.166666666666666,9.313432835820896,Azmatullah Omarzai,Afghanistan,ar,fast-medium,All-Rounder,Middle Order,97.51642819289877,-2.5253731343283583,57.49970766200792
P171,Nabi,Afghanistan,56.0,70.0,3.0,1.0,8.0,80.0,18.0,32.142857142857146,5.25,Mohammad Nabi,AFGHANISTAN,3.0,88.0,78.0,7.0,13.0,6.769230769230769,Mohammad Nabi,Afghanistan,ar,offbreak,All-Rounder,Middle Order,58.42857142857143,-0.907692307692308,34.69406593406593
P172,Rashid Khan (c),Afghanistan,57.0,46.0,5.0,4.0,7.0,123.91304347826086,44.0,77.19298245614034,6.857142857142857,Rashid Khan (c),AFGHANISTAN,14.0,179.0,174.0,8.0,29.0,6.172413793103448,Rashid Khan,Afghanistan,ar,legbreak,All-Rounder,Finisher,81.11250953470632,5.931034482758621,51.03991951392724
P173,Karim Janat,Afghanistan,43.0,38.0,2.0,2.0,5.0,113.1578947368421,20.0,46.51162790697674,6.0,Karim Janat,AFGHANISTAN,0.0,10.0,12.0,1.0,2.0,5.0,Karim Janat,Afghanistan,ar,fast-medium,All-Rounder,Finisher,64.74969400244798,-2.0,38.04981640146879
P174,Nangeyalia Kharote,Afghanistan,3.0,8.0,0.0,0.0,2.0,37.5,0.0,0.0,7.0,Nangeyalia Kharote,AFGHANISTAN,0.0,13.0,6.0,1.0,1.0,13.0,Nangeyalia Kharote,Afghanistan,ar,orthodox,All-Rounder,Finisher,12.75,-5.2,5.569999999999999
P175,Gurbaz,Afghanistan,281.0,226.0,18.0,16.0,8.0,124.33628318584071,168.0,59.7864768683274,1.0,,,,,,,,,Rahmanullah Gurbaz WK-,Afghanistan,wk,unknown,Batsman,Opener,189.7581803294177,,
P177,,,,,,,,,,,,Mujeeb Ur Rahman,AFGHANISTAN,1.0,16.0,18.0,1.0,3.0,5.333333333333333,Mujeeb Ur Rahman,Afghanistan,bowl,offbreak,Spinner,Not a Batter,,-1.5333333333333332,
P178,Noor Ahmad,Afghanistan,14.0,24.0,1.0,1.0,3.0,58.333333333333336,10.0,71.42857142857143,9.0,Noor Ahmad,AFGHANISTAN,1.0,98.0,102.0,6.0,17.0,5.764705882352941,Noor Ahmad,Afghanistan,bowl,unknown,Pacer,Not a Batter,38.785714285714285,-1.7058823529411766,22.589075630252097
P179,Naveen-ul-Haq,Afghanistan,6.0,15.0,1.0,0.0,3.0,40.0,4.0,66.66666666666666,10.0,Naveen-ul-Haq,AFGHANISTAN,13.0,160.0,160.0,8.0,26.666666666666668,6.0,Naveen-ul-Haq,Afghanistan,bowl,fast-medium,Pacer,Not a Batter,28.333333333333332,5.3999999999999995,19.16
P18,Harry Tector,Ireland,11.0,27.0,0.0,0.0,3.0,40.74074074074074,0.0,0.0,4.0,,,,,,,,,Harry Tector,Ireland,bat,offbreak,Batsman,Middle Order,17.72222222222222,,
P180,Fazalhaq Farooqi,Afghanistan,6.0,5.0,1.0,0.0,3.0,120.0,4.0,66.66666666666666,11.0,Fazalhaq Farooqi,AFGHANISTAN,17.0,160.0,152.0,8.0,25.333333333333332,6.315789473684211,Fazalhaq Farooqi,Afghanistan,bowl,fast-medium,Pacer,Not a Batter,52.33333333333333,7.673684210526314,34.46947368421052
P182,Kushal Bhurtel,Nepal,24.0,39.0,3.0,1.0,3.0,61.53846153846154,18.0,75.0,1.0,Kushal Bhurtel,NEPAL,4.0,41.0,48.0,2.0,8.0,5.125,Kushal Bhurtel,Nepal,bat,legbreak,Batsman,Opener,45.46153846153846,0.34999999999999964,27.416923076923077
P183,Sundeep Jora,Nepal,1.0,8.0,0.0,0.0,1.0,12.5,0.0,0.0,5.0,,,,,,,,,Sundeep Jora,Nepal,bat,unknown,Batsman,Middle Order,4.25,,
P184,Rohit Paudel (c),Nepal,36.0,45.0,5.0,0.0,3.0,80.0,20.0,55.55555555555556,3.6666666666666665,Rohit Paudel (c),NEPAL,2.0,20.0,24.0,1.0,4.0,5.0,Rohit Paudel,Nepal,ar,offbreak,All-Rounder,Middle Order,53.111111111111114,-0.8,31.546666666666667
P185,Dipendra Singh,Nepal,32.0,48.0,2.0,1.0,3.0,66.66666666666666,14.0,43.75,6.0,Dipendra Singh Airee,NEPAL,6.0,49.0,57.0,3.0,9.5,5.157894736842105,Dipendra Singh Airee,Nepal,ar,offbreak,All-Rounder,Finisher,44.75,1.5368421052631573,27.46473684210526
P186,Anil Sah,Nepal,38.0,38.0,5.0,1.0,3.0,100.0,26.0,68.42105263157895,3.3333333333333335,,,,,,,,,Anil Sah,Nepal,ar,offbreak,All-Rounder,Anchor,62.68421052631579,,
P187,Kushal Malla,Nepal,37.0,52.0,2.0,1.0,3.0,71.15384615384616,14.0,37.83783783783784,5.666666666666667,Kushal Malla,NEPAL,0.0,17.0,12.0,1.0,2.0,8.5,Kushal Malla,Nepal,ar,orthodox,All-Rounder,Finisher,47.41372141372142,-3.4000000000000004,27.088232848232852
P188,Karan KC,Nepal,17.0,12.0,0.0,2.0,1.0,141.66666666666669,12.0,70.58823529411765,9.0,Karan KC,NEPAL,0.0,26.0,24.0,2.0,4.0,6.5,Karan KC,Nepal,ar,medium,All-Rounder,Finisher,65.11764705882354,-2.6,38.03058823529412
P189,Sompal Kami,Nepal,8.0,11.0,0.0,1.0,3.0,72.72727272727273,6.0,75.0,8.0,Sompal Kami,NEPAL,3.0,34.0,54.0,3.0,9.0,3.7777777777777777,Sompal Kami,Nepal,ar,fast-medium,All-Rounder,Finisher,40.81818181818182,0.28888888888888875,24.606464646464648
P19,Stirling (c),Ireland,12.0,25.0,1.0,0.0,3.0,48.0,4.0,33.33333333333333,2.0,,,,,,,,,Paul Stirling,Ireland,ar,offbreak,All-Rounder,Opener,27.066666666666663,,
P192,Aasif Sheikh,Nepal,63.0,71.0,9.0,1.0,3.0,88.73239436619718,42.0,66.66666666666666,2.0,,,,,,,,,Aasif Sheikh WK-,Nepal,wk,medium,Batsman,Opener,71.45305164319248,,
P194,Gulsan Jha,Nepal,20.0,25.0,1.0,1.0,3.0,80.0,10.0,50.0,7.666666666666667,Gulsan Jha,NEPAL,0.0,17.0,12.0,1.0,2.0,8.5,Gulsan Jha,Nepal,bowl,medium,Pacer,Not a Batter,44.0,-3.4000000000000004,25.04
P195,Abinash Bohara,Nepal,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,11.0,Abinash Bohara,NEPAL,1.0,58.0,46.0,3.0,7.666666666666667,7.565217391304348,Abinash Bohara,Nepal,bowl,medium,Pacer,Not a Batter,,-2.4260869565217393,
P196,Sagar Dhakal,Nepal,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,10.0,Sagar Dhakal,NEPAL,0.0,21.0,24.0,1.0,4.0,5.25,Sagar Dhakal,Nepal,bowl,orthodox,Spinner,Not a Batter,,-2.1,
P197,Sandeep Lamichhane,Nepal,0.0,0.0,0.0,0.0,1.0,,0.0,,10.0,Lamichhane,NEPAL,2.0,35.0,48.0,2.0,8.0,4.375,Sandeep Lamichhane,Nepal,bowl,legbreak,Spinner,Not a Batter,,-0.55,
P198,Rovman Powell (c),West Indies,102.0,71.0,4.0,8.0,6.0,143.66197183098592,64.0,62.745098039215684,4.666666666666667,,,,,,,,,Rovman Powell,West Indies,bat,fast-medium,Batsman,Middle Order,106.64761115713891,,
P20,Delany,Ireland,60.0,40.0,3.0,5.0,3.0,150.0,42.0,70.0,7.0,Delany,IRELAND,1.0,29.0,23.0,2.0,3.8333333333333335,7.565217391304348,Gareth Delany,Ireland,ar,legbreak,All-Rounder,Finisher,89.0,-2.4260869565217393,52.4295652173913
P200,Brandon King,West Indies,86.0,68.0,13.0,2.0,5.0,126.47058823529412,64.0,74.4186046511628,1.0,,,,,,,,,Brandon King,West Indies,bat,unknown,Batsman,Opener,95.82489740082079,,
P201,Sherfane Rutherford,West Indies,121.0,82.0,5.0,9.0,6.0,147.5609756097561,74.0,61.15702479338842,6.0,,,,,,,,,Sherfane Rutherford,West Indies,ar,fast-medium,All-Rounder,Finisher,116.99969764160451,,
P202,K Mayers,West Indies,35.0,34.0,3.0,2.0,1.0,102.94117647058823,24.0,68.57142857142857,1.0,,,,,,,,,Kyle Mayers,West Indies,ar,medium,All-Rounder,Opener,62.09663865546218,,
P203,Roston Chase,West Indies,94.0,72.0,7.0,4.0,3.0,130.55555555555557,52.0,55.319148936170215,4.0,Roston Chase,WEST INDIES,7.0,80.0,90.0,5.0,15.0,5.333333333333333,Roston Chase,West Indies,ar,offbreak,All-Rounder,Middle Order,97.23049645390071,2.066666666666667,59.164964539007094
P204,Andre Russell,West Indies,78.0,47.0,8.0,4.0,6.0,165.95744680851064,56.0,71.7948717948718,6.5,Russell,WEST INDIES,11.0,141.0,121.0,7.0,20.166666666666668,6.991735537190082,Andre Russell,West Indies,ar,fast,All-Rounder,Finisher,103.14620840152756,3.8033057851239667,63.40904735496612
P205,Romario Shepherd,West Indies,23.0,25.0,1.0,1.0,3.0,92.0,10.0,43.47826086956522,7.666666666666667,Romario Shepherd,WEST INDIES,2.0,109.0,60.0,4.0,10.0,10.9,Romario Shepherd,West Indies,ar,fast-medium,All-Rounder,Finisher,47.79565217391304,-3.16,27.413391304347826
P206,Motie,West Indies,4.0,8.0,1.0,0.0,2.0,50.0,4.0,100.0,10.5,Motie,WEST INDIES,8.0,149.0,126.0,7.0,21.0,7.095238095238095,Gudakesh Motie,West Indies,ar,orthodox,All-Rounder,Finisher,37.0,1.9619047619047616,22.984761904761903
P207,Johnson Charles,West Indies,140.0,123.0,18.0,3.0,6.0,113.8211382113821,90.0,64.28571428571429,2.0,,,,,,,,,Johnson Charles WK-,West Indies,wk,unknown,Batsman,Opener,117.00348432055749,,
P208,Nicholas Pooran,West Indies,228.0,156.0,15.0,17.0,7.0,146.15384615384613,162.0,71.05263157894737,3.0,,,,,,,,,Nicholas Pooran WK-,West Indies,wk,offbreak,Batsman,Anchor,172.05668016194332,,
P209,Shai Hope,West Indies,107.0,57.0,4.0,10.0,3.0,187.71929824561403,76.0,71.02803738317756,2.3333333333333335,,,,,,,,,Shai Hope WK-,West Indies,wk,unknown,Batsman,Opener,124.02139695031971,,
P21,Curtis Campher,Ireland,23.0,29.0,2.0,1.0,3.0,79.3103448275862,14.0,60.86956521739131,5.0,Curtis Campher,IRELAND,2.0,39.0,42.0,3.0,7.0,5.571428571428571,Curtis Campher,Ireland,ar,medium,All-Rounder,Middle Order,47.46701649175412,-1.0285714285714287,28.0687813236239
P210,Alzarri Joseph,West Indies,17.0,13.0,1.0,1.0,2.0,130.76923076923077,10.0,58.82352941176471,9.5,Alzarri Joseph,WEST INDIES,13.0,177.0,147.0,7.0,24.5,7.224489795918367,Alzarri Joseph,West Indies,bowl,fast,Pacer,Not a Batter,59.495475113122176,4.910204081632653,37.661366700526365
P212,Akeal Hosein,West Indies,21.0,28.0,1.0,1.0,2.0,75.0,10.0,47.61904761904761,7.5,Akeal Hosein,WEST INDIES,9.0,141.0,150.0,7.0,25.0,5.64,Akeal Hosein,West Indies,bowl,orthodox,Spinner,Not a Batter,42.523809523809526,3.1439999999999997,26.771885714285716
P213,,,,,,,,,,,,Obed McCoy,WEST INDIES,3.0,49.0,37.0,3.0,6.166666666666667,7.945945945945946,Obed McCoy,West Indies,bowl,fast-medium,Pacer,Not a Batter,,-1.3783783783783785,
P214,Robinson Obuya,Uganda,21.0,36.0,1.0,1.0,4.0,58.333333333333336,10.0,47.61904761904761,4.0,,,,,,,,,Robinson Obuya,Uganda,bat,unknown,Batsman,Middle Order,37.523809523809526,,
P215,Ronak Patel,Uganda,6.0,22.0,1.0,0.0,2.0,27.27272727272727,4.0,66.66666666666666,1.0,,,,,,,,,Ronak Patel,Uganda,bat,orthodox,Batsman,Opener,24.515151515151512,,
P216,Simon Ssesazi,Uganda,9.0,11.0,2.0,0.0,4.0,81.81818181818183,8.0,88.88888888888889,2.0,,,,,,,,,Simon Ssesazi,Uganda,bat,medium,Batsman,Opener,46.823232323232325,,
P217,Dinesh Nakrani,Uganda,10.0,26.0,1.0,0.0,4.0,38.46153846153847,4.0,40.0,6.25,Dinesh Nakrani,UGANDA,1.0,57.0,36.0,2.0,6.0,9.5,Dinesh Nakrani,Uganda,ar,medium,All-Rounder,Finisher,24.53846153846154,-3.2,13.443076923076923
P218,Kenneth Waiswa,Uganda,19.0,44.0,2.0,0.0,3.0,43.18181818181818,8.0,42.10526315789473,6.0,,,,,,,,,Kenneth Waiswa,Uganda,ar,medium,All-Rounder,Finisher,30.8755980861244,,
P219,Riazat Ali Shah,Uganda,49.0,111.0,1.0,0.0,4.0,44.14414414414414,4.0,8.16326530612245,5.0,Riazat Ali Shah,UGANDA,1.0,21.0,12.0,2.0,2.0,10.5,Riazat Ali Shah,Uganda,ar,medium,All-Rounder,Middle Order,39.37589630446773,-3.6,22.185537782680637
P22,Dockrell,Ireland,44.0,38.0,4.0,1.0,3.0,115.78947368421053,22.0,50.0,6.0,,,,,,,,,George Dockrell,Ireland,ar,orthodox,All-Rounder,Finisher,66.73684210526315,,
P220,Alpesh Ramjani,Uganda,13.0,24.0,2.0,0.0,4.0,54.166666666666664,8.0,61.53846153846154,4.75,Alpesh Ramjani,UGANDA,4.0,66.0,66.0,3.0,11.0,6.0,Alpesh Ramjani,Uganda,ar,orthodox,All-Rounder,Middle Order,35.05769230769231,-4.440892098500626e-16,21.034615384615382
P221,Achelam,Uganda,9.0,13.0,1.0,0.0,1.0,69.23076923076923,4.0,44.44444444444444,9.0,,,,,,,,,Fred Achelam WK-,Uganda,wk,unknown,Batsman,Finisher,34.15811965811966,,
P222,Roger Mukasa,Uganda,0.0,6.0,0.0,0.0,3.0,0.0,0.0,,1.6666666666666667,,,,,,,,,Roger Mukasa WK-,Uganda,wk,offbreak,Batsman,Opener,,,
P223,Brian Masaba (c),Uganda,4.0,26.0,0.0,0.0,4.0,15.384615384615385,0.0,0.0,8.25,Masaba (c),UGANDA,5.0,69.0,72.0,3.0,12.0,5.75,Brian Masaba,Uganda,bowl,legbreak,Spinner,Not a Batter,6.615384615384615,0.6999999999999997,4.249230769230769
P224,Bilal Hassan,Uganda,8.0,16.0,1.0,0.0,1.0,50.0,4.0,50.0,9.0,Bilal Hassan,UGANDA,0.0,34.0,12.0,1.0,2.0,17.0,Bilal Hassan,Uganda,bowl,fast-medium,Pacer,Not a Batter,29.0,-6.800000000000001,14.679999999999998
P225,Cosmas Kyewuta,Uganda,4.0,14.0,0.0,0.0,3.0,28.57142857142857,0.0,0.0,10.333333333333334,Cosmas Kyewuta,UGANDA,5.0,97.0,79.0,4.0,13.166666666666666,7.367088607594937,Cosmas Kyewuta,Uganda,bowl,medium,Pacer,Not a Batter,10.571428571428571,0.053164556962025156,6.364122965641952
P226,Juma Miyagi,Uganda,26.0,37.0,0.0,0.0,3.0,70.27027027027027,0.0,0.0,8.666666666666666,Juma Miyagi,UGANDA,2.0,55.0,56.0,3.0,9.333333333333334,5.892857142857142,Juma Miyagi,Uganda,bowl,medium,Pacer,Not a Batter,34.08108108108108,-1.1571428571428573,19.985791505791504
P227,Frank Nsubuga,Uganda,0.0,3.0,0.0,0.0,1.0,0.0,0.0,,11.0,Nsubuga,UGANDA,2.0,33.0,42.0,2.0,7.0,4.714285714285714,Frank Nsubuga,Uganda,bowl,offbreak,Spinner,Not a Batter,,-0.6857142857142859,
P228,Henry Ssenyondo,Uganda,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,11.0,Ssenyondo,UGANDA,0.0,19.0,12.0,1.0,2.0,9.5,Henry Ssenyondo,Uganda,bowl,orthodox,Spinner,Not a Batter,,-3.8000000000000003,
P229,Hiri Hiri,Papua New Guinea,25.0,39.0,3.0,0.0,4.0,64.1025641025641,12.0,48.0,5.0,,,,,,,,,Hiri Hiri,Papua New Guinea,bat,offbreak,Batsman,Middle Order,41.330769230769235,,
P231,Lega Siaka,Papua New Guinea,13.0,20.0,1.0,0.0,3.0,65.0,4.0,30.76923076923077,3.3333333333333335,,,,,,,,,Lega Siaka,Papua New Guinea,bat,fast-medium,Batsman,Anchor,32.15384615384615,,
P232,Assad Vala (c),Papua New Guinea,30.0,42.0,3.0,1.0,4.0,71.42857142857143,18.0,60.0,1.75,Assad Vala (c),PAPUA NEW GUINEA,3.0,42.0,42.0,3.0,7.0,6.0,Assad Vala,Papua New Guinea,ar,offbreak,All-Rounder,Opener,48.42857142857143,-0.6000000000000005,28.817142857142855
P233,Charles Amini,Papua New Guinea,34.0,53.0,2.0,0.0,3.0,64.15094339622641,8.0,23.52941176470588,5.0,Charles Amini,PAPUA NEW GUINEA,0.0,21.0,20.0,3.0,3.3333333333333335,6.3,Charles Amini,Papua New Guinea,ar,legbreak,All-Rounder,Middle Order,40.9511653718091,-2.52,23.56269922308546
P234,Sese Bau,Papua New Guinea,67.0,80.0,8.0,1.0,4.0,83.75,38.0,56.71641791044776,3.75,Sese Bau,PAPUA NEW GUINEA,0.0,18.0,6.0,1.0,1.0,18.0,Sese Bau,Papua New Guinea,ar,offbreak,All-Rounder,Middle Order,69.96828358208955,-7.2,39.100970149253726
P236,Kiplin Doriga,Papua New Guinea,71.0,77.0,6.0,1.0,4.0,92.20779220779221,30.0,42.25352112676056,7.0,,,,,,,,,Kiplin Doriga WK-,Papua New Guinea,wk,unknown,Batsman,Finisher,71.61304188768977,,
P237,Tony Ura,Papua New Guinea,15.0,31.0,1.0,0.0,4.0,48.38709677419355,4.0,26.666666666666668,1.25,,,,,,,,,Tony Ura WK-,Papua New Guinea,wk,unknown,Batsman,Opener,27.3494623655914,,
P238,Alei Nao,Papua New Guinea,21.0,32.0,2.0,0.0,4.0,65.625,8.0,38.095238095238095,9.25,Alei Nao,PAPUA NEW GUINEA,4.0,73.0,78.0,4.0,13.0,5.615384615384615,Alei Nao,Papua New Guinea,bowl,medium,Pacer,Not a Batter,37.80654761904762,0.15384615384615374,22.74546703296703
