image,player_name,team,role,batting_style,bowling_style
https://static.cricbuzz.com/a/img/v1/i1/c244721/kyle-mayers.jpg?d=low&p=gthumb,"Kyle Mayers
Batting Allrounder",West Indies,Batting Allrounder,Left Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c593804/roston-chase.jpg?d=low&p=gthumb,"Roston Chase
Bowling Allrounder",West Indies,Bowling Allrounder,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c170821/andre-russell.jpg?d=low&p=gthumb,"Andre Russell
Bowling Allrounder",West Indies,Bowling Allrounder,Right Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c593798/romario-shepherd.jpg?d=low&p=gthumb,"Romario Shepherd
Bowling Allrounder",West Indies,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c599390/gudakesh-motie.jpg?d=low&p=gthumb,"Gudakesh Motie
Bowling Allrounder",West Indies,Bowling Allrounder,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c244679/johnson-charles.jpg?d=low&p=gthumb,"Johnson Charles
WK-Batsman",West Indies,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c244722/nicholas-pooran.jpg?d=low&p=gthumb,"Nicholas Pooran
WK-Batsman",West Indies,WK-Batsman,Left Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c170814/shai-hope.jpg?d=low&p=gthumb,"Shai Hope
WK-Batsman",West Indies,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c599386/alzarri-joseph.jpg?d=low&p=gthumb,"Alzarri Joseph
Bowler",West Indies,Bowler,Right Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c597839/shamar-joseph.jpg?d=low&p=gthumb,"Shamar Joseph
Bowler",West Indies,Bowler,Left Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c244660/akeal-hosein.jpg?d=low&p=gthumb,"Akeal Hosein
Bowler",West Indies,Bowler,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c244723/obed-mccoy.jpg?d=low&p=gthumb,"Obed McCoy
Bowler",West Indies,Bowler,Left Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/robinson-obuya.jpg?d=low&p=gthumb,"Robinson Obuya
Batsman",Uganda,Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c182026/ronak-patel.jpg?d=low&p=gthumb,"Ronak Patel
Batsman",Uganda,Batsman,Right Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c182026/simon-ssesazi.jpg?d=low&p=gthumb,"Simon Ssesazi
Batsman",Uganda,Batsman,Left Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/dinesh-nakrani.jpg?d=low&p=gthumb,"Dinesh Nakrani
Batting Allrounder",Uganda,Batting Allrounder,Left Handed Bat,Left-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/kenneth-waiswa.jpg?d=low&p=gthumb,"Kenneth Waiswa
Batting Allrounder",Uganda,Batting Allrounder,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/riazat-ali-shah.jpg?d=low&p=gthumb,"Riazat Ali Shah
Batting Allrounder",Uganda,Batting Allrounder,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/alpesh-ramjani.jpg?d=low&p=gthumb,"Alpesh Ramjani
Bowling Allrounder",Uganda,Bowling Allrounder,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c182026/fred-achelam.jpg?d=low&p=gthumb,"Fred Achelam
WK-Batsman",Uganda,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c182026/roger-mukasa.jpg?d=low&p=gthumb,"Roger Mukasa
WK-Batsman",Uganda,WK-Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/brian-masaba.jpg?d=low&p=gthumb,Brian Masaba,Uganda,Bowler,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/bilal-hassan.jpg?d=low&p=gthumb,"Bilal Hassan
Bowler",Uganda,Bowler,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/cosmas-kyewuta.jpg?d=low&p=gthumb,"Cosmas Kyewuta
Bowler",Uganda,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/juma-miyagi.jpg?d=low&p=gthumb,"Juma Miyagi
Bowler",Uganda,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/frank-nsubuga.jpg?d=low&p=gthumb,"Frank Nsubuga
Bowler",Uganda,Bowler,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/henry-ssenyondo.jpg?d=low&p=gthumb,"Henry Ssenyondo
Bowler",Uganda,Bowler,Right Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c215768/hiri-hiri.jpg?d=low&p=gthumb,"Hiri Hiri
Batsman",Papua New Guinea,Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c215783/jack-gardner.jpg?d=low&p=gthumb,"Jack Gardner
Batsman",Papua New Guinea,Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c151642/lega-siaka.jpg?d=low&p=gthumb,"Lega Siaka
Batsman",Papua New Guinea,Batsman,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c215724/assad-vala.jpg?d=low&p=gthumb,Assad Vala,Papua New Guinea,Batting Allrounder,Left Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c215770/charles-amini.jpg?d=low&p=gthumb,"Charles Amini
Batting Allrounder",Papua New Guinea,Batting Allrounder,Left Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c215766/sese-bau.jpg?d=low&p=gthumb,"Sese Bau
Batting Allrounder",Papua New Guinea,Batting Allrounder,Left Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/hila-vare.jpg?d=low&p=gthumb,"Hila Vare
WK-Batsman",Papua New Guinea,WK-Batsman,Left Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c215765/kiplin-doriga.jpg?d=low&p=gthumb,"Kiplin Doriga
WK-Batsman",Papua New Guinea,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c151660/tony-ura.jpg?d=low&p=gthumb,"Tony Ura
WK-Batsman",Papua New Guinea,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c182026/alei-nao.jpg?d=low&p=gthumb,"Alei Nao
Bowler",Papua New Guinea,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c215778/chad-soper.jpg?d=low&p=gthumb,"Chad Soper
Bowler",Papua New Guinea,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/john-kariko.jpg?d=low&p=gthumb,"John Kariko
Bowler",Papua New Guinea,Bowler,Left Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c215782/kabua-morea.jpg?d=low&p=gthumb,"Kabua Morea
Bowler",Papua New Guinea,Bowler,Right Handed Bat,Left-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c215767/norman-vanua.jpg?d=low&p=gthumb,"Norman Vanua
Bowler",Papua New Guinea,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/semo-kamea.jpg?d=low&p=gthumb,"Semo Kamea
Bowler",Papua New Guinea,Bowler,Left Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/nikolaas-davin.jpg?d=low&p=gthumb,"Nikolaas Davin
Batsman",Namibia,Batsman,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c155059/malan-kruger.jpg?d=low&p=gthumb,"Malan Kruger
Batsman",Namibia,Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c244631/gerhard-erasmus.jpg?d=low&p=gthumb,Gerhard Erasmus,Namibia,Batting Allrounder,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/dylan-leicher.jpg?d=low&p=gthumb,"Dylan Leicher
Batting Allrounder",Namibia,Batting Allrounder,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c244639/jan-frylinck.jpg?d=low&p=gthumb,"Jan Frylinck
Batting Allrounder",Namibia,Batting Allrounder,Left Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c244626/david-wiese.jpg?d=low&p=gthumb,"David Wiese
Batting Allrounder",Namibia,Batting Allrounder,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c244637/michael-van-lingen.jpg?d=low&p=gthumb,"Michael van Lingen
Bowling Allrounder",Namibia,Bowling Allrounder,Left Handed Bat,Left-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c244634/jj-smit.jpg?d=low&p=gthumb,"JJ Smit
Bowling Allrounder",Namibia,Bowling Allrounder,Right Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c244648/zane-green.jpg?d=low&p=gthumb,"Zane Green
WK-Batsman",Namibia,WK-Batsman,Left Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c154712/jp-kotze.jpg?d=low&p=gthumb,"JP Kotze
WK-Batsman",Namibia,WK-Batsman,Left Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c244642/ruben-trumpelmann.jpg?d=low&p=gthumb,"Ruben Trumpelmann
Bowler",Namibia,Bowler,Right Handed Bat,Left-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c182026/jack-brassell.jpg?d=low&p=gthumb,"Jack Brassell
Bowler",Namibia,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c244633/ben-shikongo.jpg?d=low&p=gthumb,"Ben Shikongo
Bowler",Namibia,Bowler,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c244645/tangeni-lungameni.jpg?d=low&p=gthumb,"Tangeni Lungameni
Bowler",Namibia,Bowler,Right Handed Bat,Left-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c244629/bernard-scholtz.jpg?d=low&p=gthumb,"Bernard Scholtz
Bowler",Namibia,Bowler,Right Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c182026/peter-daniel-blignaut.jpg?d=low&p=gthumb,"Peter-Daniel Blignaut
Bowler",Namibia,Bowler,Right Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c352470/max-odowd.jpg?d=low&p=gthumb,"Max ODowd
Batsman",Netherlands,Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c352469/teja-nidamanuru.jpg?d=low&p=gthumb,"Teja Nidamanuru
Batsman",Netherlands,Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c352463/vikramjit-singh.jpg?d=low&p=gthumb,"Vikramjit Singh
Batsman",Netherlands,Batsman,Left Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c352464/sybrand-engelbrecht.jpg?d=low&p=gthumb,"Sybrand Engelbrecht
Batting Allrounder",Netherlands,Batting Allrounder,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/michael-levitt.jpg?d=low&p=gthumb,"Michael Levitt
Batting Allrounder",Netherlands,Batting Allrounder,Right Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c352467/bas-de-leede.jpg?d=low&p=gthumb,"Bas de Leede
Batting Allrounder",Netherlands,Batting Allrounder,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c244612/tim-pringle.jpg?d=low&p=gthumb,"Tim Pringle
Bowling Allrounder",Netherlands,Bowling Allrounder,Right Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c352465/saqib-zulfiqar.jpg?d=low&p=gthumb,"Saqib Zulfiqar
Bowling Allrounder",Netherlands,Bowling Allrounder,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c352472/scott-edwards.jpg?d=low&p=gthumb,Scott Edwards,Netherlands,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c352473/wesley-barresi.jpg?d=low&p=gthumb,"Wesley Barresi
WK-Batsman",Netherlands,WK-Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c352474/logan-van-beek.jpg?d=low&p=gthumb,"Logan van Beek
Bowler",Netherlands,Bowler,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c352477/aryan-dutt.jpg?d=low&p=gthumb,"Aryan Dutt
Bowler",Netherlands,Bowler,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c352476/paul-van-meekeren.jpg?d=low&p=gthumb,"Paul van Meekeren
Bowler",Netherlands,Bowler,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c155443/vivian-kingma.jpg?d=low&p=gthumb,"Vivian Kingma
Bowler",Netherlands,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c182026/kyle-klein.jpg?d=low&p=gthumb,"Kyle Klein
Bowler",Netherlands,Bowler,Right Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c616472/najmul-hossain-shanto.jpg?d=low&p=gthumb,Najmul Hossain Shanto,Bangladesh,Batsman,Left Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c616460/soumya-sarkar.jpg?d=low&p=gthumb,"Soumya Sarkar
Batsman",Bangladesh,Batsman,Left Handed Bat,Right-arm medium
https://static.cricbuzz.com/a/img/v1/i1/c616469/tanzid-hasan-tamim.jpg?d=low&p=gthumb,"Tanzid Hasan Tamim
Batsman",Bangladesh,Batsman,Left Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c616468/towhid-hridoy.jpg?d=low&p=gthumb,"Towhid Hridoy
Batsman",Bangladesh,Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c351919/shakib-al-hasan.jpg?d=low&p=gthumb,"Shakib Al Hasan
Batting Allrounder",Bangladesh,Batting Allrounder,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c616462/mahmudullah.jpg?d=low&p=gthumb,"Mahmudullah
Batting Allrounder",Bangladesh,Batting Allrounder,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c351902/mahedi-hasan.jpg?d=low&p=gthumb,"Mahedi Hasan
Batting Allrounder",Bangladesh,Batting Allrounder,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c351896/litton-das.jpg?d=low&p=gthumb,"Litton Das
WK-Batsman",Bangladesh,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c616470/jaker-ali.jpg?d=low&p=gthumb,"Jaker Ali
WK-Batsman",Bangladesh,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c616466/taskin-ahmed.jpg?d=low&p=gthumb,"Taskin Ahmed
Bowler",Bangladesh,Bowler,Left Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c182026/tanvir-islam.jpg?d=low&p=gthumb,"Tanvir Islam
Bowler",Bangladesh,Bowler,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c616457/rishad-hossain.jpg?d=low&p=gthumb,"Rishad Hossain
Bowler",Bangladesh,Bowler,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c616463/mustafizur-rahman.jpg?d=low&p=gthumb,"Mustafizur Rahman
Bowler",Bangladesh,Bowler,Left Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c351921/shoriful-islam.jpg?d=low&p=gthumb,"Shoriful Islam
Bowler",Bangladesh,Bowler,Left Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c616464/tanzim-hasan-sakib.jpg?d=low&p=gthumb,"Tanzim Hasan Sakib
Bowler",Bangladesh,Bowler,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c616440/babar-azam.jpg?d=low&p=gthumb,Babar Azam,Pakistan,Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c616447/fakhar-zaman.jpg?d=low&p=gthumb,"Fakhar Zaman
Batsman",Pakistan,Batsman,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c352421/iftikhar-ahmed.jpg?d=low&p=gthumb,"Iftikhar Ahmed
Batting Allrounder",Pakistan,Batting Allrounder,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c779860/saim-ayub.jpg?d=low&p=gthumb,"Saim Ayub
Batting Allrounder",Pakistan,Batting Allrounder,Left Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c170782/imad-wasim.jpg?d=low&p=gthumb,"Imad Wasim
Bowling Allrounder",Pakistan,Bowling Allrounder,Left Handed Bat,Left-arm orthodox
https://static.cricbuzz.com/a/img/v1/i1/c352424/shadab-khan.jpg?d=low&p=gthumb,"Shadab Khan
Bowling Allrounder",Pakistan,Bowling Allrounder,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c182026/azam-khan.jpg?d=low&p=gthumb,"Azam Khan
WK-Batsman",Pakistan,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c616445/mohammad-rizwan.jpg?d=low&p=gthumb,"Mohammad Rizwan
WK-Batsman",Pakistan,WK-Batsman,Right Handed Bat,
https://static.cricbuzz.com/a/img/v1/i1/c616437/usman-khan.jpg?d=low&p=gthumb,"Usman Khan
WK-Batsman",Pakistan,WK-Batsman,Right Handed Bat,Right-arm offbreak
https://static.cricbuzz.com/a/img/v1/i1/c616450/abrar-ahmed.jpg?d=low&p=gthumb,"Abrar Ahmed
Bowler",Pakistan,Bowler,Right Handed Bat,Right-arm legbreak
https://static.cricbuzz.com/a/img/v1/i1/c616449/haris-rauf.jpg?d=low&p=gthumb,"Haris Rauf
Bowler",Pakistan,Bowler,Right Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c582350/abbas-afridi.jpg?d=low&p=gthumb,"Abbas Afridi
Bowler",Pakistan,Bowler,Right Handed Bat,Right-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c170813/mohammad-amir.jpg?d=low&p=gthumb,"Mohammad Amir
Bowler",Pakistan,Bowler,Left Handed Bat,Left-arm fast-medium
https://static.cricbuzz.com/a/img/v1/i1/c616439/naseem-shah.jpg?d=low&p=gthumb,"Naseem Shah
Bowler",Pakistan,Bowler,Right Handed Bat,Right-arm fast
https://static.cricbuzz.com/a/img/v1/i1/c616446/shaheen-afridi.jpg?d=low&p=gthumb,"Shaheen Afridi
Bowler",Pakistan,Bowler,Left Handed Bat,Left-arm fast-medium
