player_id,image,player_name,team,role,batting_style,bowling_style,role_clean,batting_style_clean,bowling_arm,bowling_type,player_name_clean
P169,https://static.cricbuzz.com/a/img/v1/i1/c616548/gulbadin-naib.jpg?d=low&p=gthumb,Gulbadin Naib,Afghanistan,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,gulbadin naib
P170,https://static.cricbuzz.com/a/img/v1/i1/c616549/azmatullah-omarzai.jpg?d=low&p=gthumb,Azmatullah Omarzai,Afghanistan,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,azmatullah omarzai
P171,https://static.cricbuzz.com/a/img/v1/i1/c616550/mohammad-nabi.jpg?d=low&p=gthumb,Mohammad Nabi,Afghanistan,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,mohammad nabi
P172,https://static.cricbuzz.com/a/img/v1/i1/c616553/rashid-khan.jpg?d=low&p=gthumb,Rashid Khan,Afghanistan,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,ar,RHB,Right,legbreak,rashid khan
P173,https://static.cricbuzz.com/a/img/v1/i1/c226321/karim-janat.jpg?d=low&p=gthumb,Karim Janat,Afghanistan,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,karim janat
P174,https://static.cricbuzz.com/a/img/v1/i1/c616554/nangeyalia-kharote.jpg?d=low&p=gthumb,Nangeyalia Kharote,Afghanistan,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,nangeyalia kharote
P175,https://static.cricbuzz.com/a/img/v1/i1/c616556/rahmanullah-gurbaz.jpg?d=low&p=gthumb,Rahmanullah Gurbaz WK-,Afghanistan,WK-Batsman,Right Handed Bat,,wk,RHB,,,rahmanullah gurbaz
P176,https://static.cricbuzz.com/a/img/v1/i1/c182026/mohammad-ishaq.jpg?d=low&p=gthumb,Mohammad Ishaq WK-,Afghanistan,WK-Batsman,Right Handed Bat,,wk,RHB,,,mohammad ishaq
P177,https://static.cricbuzz.com/a/img/v1/i1/c352446/mujeeb-ur-rahman.jpg?d=low&p=gthumb,Mujeeb Ur Rahman,Afghanistan,Bowler,Right Handed Bat,Right-arm offbreak,bowl,RHB,Right,offbreak,mujeeb ur rahman
P178,https://static.cricbuzz.com/a/img/v1/i1/c616569/noor-ahmad.jpg?d=low&p=gthumb,Noor Ahmad,Afghanistan,Bowler,Right Handed Bat,Left-arm wrist-spin,bowl,RHB,Left,,noor ahmad
P179,https://static.cricbuzz.com/a/img/v1/i1/c352447/naveen-ul-haq.jpg?d=low&p=gthumb,Naveen-ul-Haq,Afghanistan,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,naveen-ul-haq
P180,https://static.cricbuzz.com/a/img/v1/i1/c616558/fazalhaq-farooqi.jpg?d=low&p=gthumb,Fazalhaq Farooqi,Afghanistan,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,fazalhaq farooqi
P181,https://static.cricbuzz.com/a/img/v1/i1/c616563/fareed-ahmad-malik.jpg?d=low&p=gthumb,Fareed Ahmad Malik,Afghanistan,Bowler,Left Handed Bat,Left-arm fast-medium,bowl,LHB,Left,fast-medium,fareed ahmad malik
P182,https://static.cricbuzz.com/a/img/v1/i1/c182026/kushal-bhurtel.jpg?d=low&p=gthumb,Kushal Bhurtel,Nepal,Batsman,Right Handed Bat,Right-arm legbreak,bat,RHB,Right,legbreak,kushal bhurtel
P183,https://static.cricbuzz.com/a/img/v1/i1/c182026/sundeep-jora.jpg?d=low&p=gthumb,Sundeep Jora,Nepal,Batsman,Right Handed Bat,,bat,RHB,,,sundeep jora
P184,https://static.cricbuzz.com/a/img/v1/i1/c182026/rohit-paudel.jpg?d=low&p=gthumb,Rohit Paudel,Nepal,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,rohit paudel
P185,https://static.cricbuzz.com/a/img/v1/i1/c182026/dipendra-singh-airee.jpg?d=low&p=gthumb,Dipendra Singh Airee,Nepal,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,dipendra singh airee
P186,https://static.cricbuzz.com/a/img/v1/i1/c155391/anil-sah.jpg?d=low&p=gthumb,Anil Sah,Nepal,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,anil sah
P187,https://static.cricbuzz.com/a/img/v1/i1/c350320/kushal-malla.jpg?d=low&p=gthumb,Kushal Malla,Nepal,Batting Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,kushal malla
P188,https://static.cricbuzz.com/a/img/v1/i1/c155374/karan-kc.jpg?d=low&p=gthumb,Karan KC,Nepal,Bowling Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,karan kc
P189,https://static.cricbuzz.com/a/img/v1/i1/c155415/sompal-kami.jpg?d=low&p=gthumb,Sompal Kami,Nepal,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,sompal kami
P190,https://static.cricbuzz.com/a/img/v1/i1/c182026/pratis-gc.jpg?d=low&p=gthumb,Pratis GC,Nepal,Bowling Allrounder,Right Handed Bat,Left-arm medium,ar,RHB,Left,medium,pratis gc
P191,https://static.cricbuzz.com/a/img/v1/i1/c182026/kamal-singh-airee.jpg?d=low&p=gthumb,Kamal Singh Airee,Nepal,Bowling Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,kamal singh airee
P192,https://static.cricbuzz.com/a/img/v1/i1/c182026/aasif-sheikh.jpg?d=low&p=gthumb,Aasif Sheikh WK-,Nepal,WK-Batsman,Right Handed Bat,Right-arm medium,wk,RHB,Right,medium,aasif sheikh
P193,https://static.cricbuzz.com/a/img/v1/i1/c155384/lalit-rajbanshi.jpg?d=low&p=gthumb,Lalit Rajbanshi,Nepal,Bowler,Right Handed Bat,Left-arm orthodox,bowl,RHB,Left,orthodox,lalit rajbanshi
P194,https://static.cricbuzz.com/a/img/v1/i1/c182026/gulsan-jha.jpg?d=low&p=gthumb,Gulsan Jha,Nepal,Bowler,Left Handed Bat,Right-arm medium,bowl,LHB,Right,medium,gulsan jha
P195,https://static.cricbuzz.com/a/img/v1/i1/c182026/abinash-bohara.jpg?d=low&p=gthumb,Abinash Bohara,Nepal,Bowler,Right Handed Bat,Right-arm medium,bowl,RHB,Right,medium,abinash bohara
P196,https://static.cricbuzz.com/a/img/v1/i1/c182026/sagar-dhakal.jpg?d=low&p=gthumb,Sagar Dhakal,Nepal,Bowler,Right Handed Bat,Left-arm orthodox,bowl,RHB,Left,orthodox,sagar dhakal
P197,https://static.cricbuzz.com/a/img/v1/i1/c226314/sandeep-lamichhane.jpg?d=low&p=gthumb,Sandeep Lamichhane,Nepal,Bowler,Right Handed Bat,Right-arm legbreak,bowl,RHB,Right,legbreak,sandeep lamichhane
P198,https://static.cricbuzz.com/a/img/v1/i1/c244832/rovman-powell.jpg?d=low&p=gthumb,Rovman Powell,West Indies,Batsman,Right Handed Bat,Right-arm fast-medium,bat,RHB,Right,fast-medium,rovman powell
P199,https://static.cricbuzz.com/a/img/v1/i1/c171232/shimron-hetmyer.jpg?d=low&p=gthumb,Shimron Hetmyer,West Indies,Batsman,Left Handed Bat,,bat,LHB,,,shimron hetmyer
P200,https://static.cricbuzz.com/a/img/v1/i1/c244662/brandon-king.jpg?d=low&p=gthumb,Brandon King,West Indies,Batsman,Right Handed Bat,,bat,RHB,,,brandon king
P201,https://static.cricbuzz.com/a/img/v1/i1/c594230/sherfane-rutherford.jpg?d=low&p=gthumb,Sherfane Rutherford,West Indies,Batting Allrounder,Left Handed Bat,Right-arm fast-medium,ar,LHB,Right,fast-medium,sherfane rutherford
P202,https://static.cricbuzz.com/a/img/v1/i1/c244721/kyle-mayers.jpg?d=low&p=gthumb,Kyle Mayers,West Indies,Batting Allrounder,Left Handed Bat,Right-arm medium,ar,LHB,Right,medium,kyle mayers
P203,https://static.cricbuzz.com/a/img/v1/i1/c593804/roston-chase.jpg?d=low&p=gthumb,Roston Chase,West Indies,Bowling Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,roston chase
P204,https://static.cricbuzz.com/a/img/v1/i1/c170821/andre-russell.jpg?d=low&p=gthumb,Andre Russell,West Indies,Bowling Allrounder,Right Handed Bat,Right-arm fast,ar,RHB,Right,fast,andre russell
P205,https://static.cricbuzz.com/a/img/v1/i1/c593798/romario-shepherd.jpg?d=low&p=gthumb,Romario Shepherd,West Indies,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,romario shepherd
P206,https://static.cricbuzz.com/a/img/v1/i1/c599390/gudakesh-motie.jpg?d=low&p=gthumb,Gudakesh Motie,West Indies,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,gudakesh motie
P207,https://static.cricbuzz.com/a/img/v1/i1/c244679/johnson-charles.jpg?d=low&p=gthumb,Johnson Charles WK-,West Indies,WK-Batsman,Right Handed Bat,,wk,RHB,,,johnson charles
P208,https://static.cricbuzz.com/a/img/v1/i1/c244722/nicholas-pooran.jpg?d=low&p=gthumb,Nicholas Pooran WK-,West Indies,WK-Batsman,Left Handed Bat,Right-arm offbreak,wk,LHB,Right,offbreak,nicholas pooran
P209,https://static.cricbuzz.com/a/img/v1/i1/c170814/shai-hope.jpg?d=low&p=gthumb,Shai Hope WK-,West Indies,WK-Batsman,Right Handed Bat,,wk,RHB,,,shai hope
P210,https://static.cricbuzz.com/a/img/v1/i1/c599386/alzarri-joseph.jpg?d=low&p=gthumb,Alzarri Joseph,West Indies,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,alzarri joseph
P211,https://static.cricbuzz.com/a/img/v1/i1/c597839/shamar-joseph.jpg?d=low&p=gthumb,Shamar Joseph,West Indies,Bowler,Left Handed Bat,Right-arm fast,bowl,LHB,Right,fast,shamar joseph
P212,https://static.cricbuzz.com/a/img/v1/i1/c244660/akeal-hosein.jpg?d=low&p=gthumb,Akeal Hosein,West Indies,Bowler,Left Handed Bat,Left-arm orthodox,bowl,LHB,Left,orthodox,akeal hosein
P213,https://static.cricbuzz.com/a/img/v1/i1/c244723/obed-mccoy.jpg?d=low&p=gthumb,Obed McCoy,West Indies,Bowler,Left Handed Bat,Left-arm fast-medium,bowl,LHB,Left,fast-medium,obed mccoy
P214,https://static.cricbuzz.com/a/img/v1/i1/c182026/robinson-obuya.jpg?d=low&p=gthumb,Robinson Obuya,Uganda,Batsman,Right Handed Bat,,bat,RHB,,,robinson obuya
P215,https://static.cricbuzz.com/a/img/v1/i1/c182026/ronak-patel.jpg?d=low&p=gthumb,Ronak Patel,Uganda,Batsman,Right Handed Bat,Left-arm orthodox,bat,RHB,Left,orthodox,ronak patel
P216,https://static.cricbuzz.com/a/img/v1/i1/c182026/simon-ssesazi.jpg?d=low&p=gthumb,Simon Ssesazi,Uganda,Batsman,Left Handed Bat,Right-arm medium,bat,LHB,Right,medium,simon ssesazi
P217,https://static.cricbuzz.com/a/img/v1/i1/c182026/dinesh-nakrani.jpg?d=low&p=gthumb,Dinesh Nakrani,Uganda,Batting Allrounder,Left Handed Bat,Left-arm medium,ar,LHB,Left,medium,dinesh nakrani
P218,https://static.cricbuzz.com/a/img/v1/i1/c182026/kenneth-waiswa.jpg?d=low&p=gthumb,Kenneth Waiswa,Uganda,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,kenneth waiswa
P219,https://static.cricbuzz.com/a/img/v1/i1/c182026/riazat-ali-shah.jpg?d=low&p=gthumb,Riazat Ali Shah,Uganda,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,riazat ali shah
P220,https://static.cricbuzz.com/a/img/v1/i1/c182026/alpesh-ramjani.jpg?d=low&p=gthumb,Alpesh Ramjani,Uganda,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,alpesh ramjani
P221,https://static.cricbuzz.com/a/img/v1/i1/c182026/fred-achelam.jpg?d=low&p=gthumb,Fred Achelam WK-,Uganda,WK-Batsman,Right Handed Bat,,wk,RHB,,,fred achelam
P222,https://static.cricbuzz.com/a/img/v1/i1/c182026/roger-mukasa.jpg?d=low&p=gthumb,Roger Mukasa WK-,Uganda,WK-Batsman,Right Handed Bat,Right-arm offbreak,wk,RHB,Right,offbreak,roger mukasa
P223,https://static.cricbuzz.com/a/img/v1/i1/c182026/brian-masaba.jpg?d=low&p=gthumb,Brian Masaba,Uganda,Bowler,Right Handed Bat,Right-arm legbreak,bowl,RHB,Right,legbreak,brian masaba
P224,https://static.cricbuzz.com/a/img/v1/i1/c182026/bilal-hassan.jpg?d=low&p=gthumb,Bilal Hassan,Uganda,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,bilal hassan
P225,https://static.cricbuzz.com/a/img/v1/i1/c182026/cosmas-kyewuta.jpg?d=low&p=gthumb,Cosmas Kyewuta,Uganda,Bowler,Right Handed Bat,Right-arm medium,bowl,RHB,Right,medium,cosmas kyewuta
P226,https://static.cricbuzz.com/a/img/v1/i1/c182026/juma-miyagi.jpg?d=low&p=gthumb,Juma Miyagi,Uganda,Bowler,Right Handed Bat,Right-arm medium,bowl,RHB,Right,medium,juma miyagi
P227,https://static.cricbuzz.com/a/img/v1/i1/c182026/frank-nsubuga.jpg?d=low&p=gthumb,Frank Nsubuga,Uganda,Bowler,Right Handed Bat,Right-arm offbreak,bowl,RHB,Right,offbreak,frank nsubuga
P228,https://static.cricbuzz.com/a/img/v1/i1/c182026/henry-ssenyondo.jpg?d=low&p=gthumb,Henry Ssenyondo,Uganda,Bowler,Right Handed Bat,Left-arm orthodox,bowl,RHB,Left,orthodox,henry ssenyondo
P229,https://static.cricbuzz.com/a/img/v1/i1/c215768/hiri-hiri.jpg?d=low&p=gthumb,Hiri Hiri,Papua New Guinea,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,hiri hiri
