player_id,image,player_name,team,role,batting_style,bowling_style,role_clean,batting_style_clean,bowling_arm,bowling_type,player_name_clean
P47,https://static.cricbuzz.com/a/img/v1/i1/c182026/ravinderpal-singh.jpg?d=low&p=gthumb,Ravinderpal Singh,Canada,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,ravinderpal singh
P48,https://static.cricbuzz.com/a/img/v1/i1/c182026/nicholas-kirton.jpg?d=low&p=gthumb,Nicholas Kirton,Canada,Batting Allrounder,Left Handed Bat,,ar,LHB,,,nicholas kirton
P49,https://static.cricbuzz.com/a/img/v1/i1/c182026/pargat-singh.jpg?d=low&p=gthumb,Pargat Singh,Canada,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,pargat singh
P50,https://static.cricbuzz.com/a/img/v1/i1/c157111/junaid-siddiqui.jpg?d=low&p=gthumb,Junaid Siddiqui,Canada,Batting Allrounder,Right Handed Bat,Right-arm legbreak,ar,RHB,Right,legbreak,junaid siddiqui
P51,https://static.cricbuzz.com/a/img/v1/i1/c182026/navneet-dhaliwal.jpg?d=low&p=gthumb,Navneet Dhaliwal,Canada,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,navneet dhaliwal
P52,https://static.cricbuzz.com/a/img/v1/i1/c182026/rayyan-pathan.jpg?d=low&p=gthumb,Rayyan Pathan,Canada,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,rayyan pathan
P53,https://static.cricbuzz.com/a/img/v1/i1/c182026/dilpreet-bajwa.jpg?d=low&p=gthumb,Dilpreet Bajwa,Canada,Bowling Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,dilpreet bajwa
P54,https://static.cricbuzz.com/a/img/v1/i1/c182026/saad-bin-zafar.jpg?d=low&p=gthumb,Saad Bin Zafar,Canada,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,saad bin zafar
P55,https://static.cricbuzz.com/a/img/v1/i1/c182026/shreyas-movva.jpg?d=low&p=gthumb,Shreyas Movva WK-,Canada,WK-Batsman,Right Handed Bat,,wk,RHB,,,shreyas movva
P56,https://static.cricbuzz.com/a/img/v1/i1/c182026/dilon-heyliger.jpg?d=low&p=gthumb,Dilon Heyliger,Canada,Bowler,Right Handed Bat,Right-arm medium,bowl,RHB,Right,medium,dilon heyliger
P57,https://static.cricbuzz.com/a/img/v1/i1/c157994/jeremy-gordon.jpg?d=low&p=gthumb,Jeremy Gordon,Canada,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,jeremy gordon
P58,https://static.cricbuzz.com/a/img/v1/i1/c182026/kaleem-sana.jpg?d=low&p=gthumb,Kaleem Sana,Canada,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,kaleem sana
P59,https://static.cricbuzz.com/a/img/v1/i1/c155655/nikhil-dutta.jpg?d=low&p=gthumb,Nikhil Dutta,Canada,Bowler,Right Handed Bat,Right-arm offbreak,bowl,RHB,Right,offbreak,nikhil dutta
P60,https://static.cricbuzz.com/a/img/v1/i1/c156279/rishiv-ragav-joshi.jpg?d=low&p=gthumb,Rishiv Ragav Joshi,Canada,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,rishiv ragav joshi
P61,https://static.cricbuzz.com/a/img/v1/i1/c182026/aaron-jones.jpg?d=low&p=gthumb,Aaron Jones,United States,Batsman,Right Handed Bat,Right-arm legbreak,bat,RHB,Right,legbreak,aaron jones
P62,https://static.cricbuzz.com/a/img/v1/i1/c156268/nitish-kumar.jpg?d=low&p=gthumb,Nitish Kumar,United States,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,nitish kumar
P63,https://static.cricbuzz.com/a/img/v1/i1/c182026/milind-kumar.jpg?d=low&p=gthumb,Milind Kumar,United States,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,milind kumar
P64,https://static.cricbuzz.com/a/img/v1/i1/c157038/steven-taylor.jpg?d=low&p=gthumb,Steven Taylor,United States,Batting Allrounder,Left Handed Bat,Right-arm offbreak,ar,LHB,Right,offbreak,steven taylor
P65,https://static.cricbuzz.com/a/img/v1/i1/c156103/corey-anderson.jpg?d=low&p=gthumb,Corey Anderson,United States,Batting Allrounder,Left Handed Bat,Left-arm fast-medium,ar,LHB,Left,fast-medium,corey anderson
P66,https://static.cricbuzz.com/a/img/v1/i1/c156177/harmeet-singh.jpg?d=low&p=gthumb,Harmeet Singh,United States,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,harmeet singh
P67,https://static.cricbuzz.com/a/img/v1/i1/c182026/nisarg-patel.jpg?d=low&p=gthumb,Nisarg Patel,United States,Bowling Allrounder,Right Handed Bat,Left-arm orthodox,ar,RHB,Left,orthodox,nisarg patel
P68,https://static.cricbuzz.com/a/img/v1/i1/c182026/shadley-van-schalkwyk.jpg?d=low&p=gthumb,Shadley van Schalkwyk,United States,Bowling Allrounder,Left Handed Bat,Right-arm fast-medium,ar,LHB,Right,fast-medium,shadley van schalkwyk
P69,https://static.cricbuzz.com/a/img/v1/i1/c182026/monank-patel.jpg?d=low&p=gthumb,Monank Patel,United States,WK-Batsman,Right Handed Bat,,wk,RHB,,,monank patel
P70,https://static.cricbuzz.com/a/img/v1/i1/c182026/andries-gous.jpg?d=low&p=gthumb,Andries Gous WK-,United States,WK-Batsman,Right Handed Bat,,wk,RHB,,,andries gous
P71,https://static.cricbuzz.com/a/img/v1/i1/c182026/shayan-jahangir.jpg?d=low&p=gthumb,Shayan Jahangir WK-,United States,WK-Batsman,Right Handed Bat,Right-arm medium,wk,RHB,Right,medium,shayan jahangir
P72,https://static.cricbuzz.com/a/img/v1/i1/c599389/ali-khan.jpg?d=low&p=gthumb,Ali Khan,United States,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,ali khan
P73,https://static.cricbuzz.com/a/img/v1/i1/c182026/jasdeep-singh.jpg?d=low&p=gthumb,Jasdeep Singh,United States,Bowler,Right Handed Bat,Right-arm medium,bowl,RHB,Right,medium,jasdeep singh
P74,https://static.cricbuzz.com/a/img/v1/i1/c182026/nosthush-kenjige.jpg?d=low&p=gthumb,Nosthush Kenjige,United States,Bowler,Right Handed Bat,Left-arm orthodox,bowl,RHB,Left,orthodox,nosthush kenjige
P75,https://static.cricbuzz.com/a/img/v1/i1/c152616/saurabh-netravalkar.jpg?d=low&p=gthumb,Saurabh Netravalkar,United States,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,saurabh netravalkar
P76,https://static.cricbuzz.com/a/img/v1/i1/c594298/tim-david.jpg?d=low&p=gthumb,Tim David,Australia,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,tim david
P77,https://static.cricbuzz.com/a/img/v1/i1/c619876/travis-head.jpg?d=low&p=gthumb,Travis Head,Australia,Batsman,Left Handed Bat,Right-arm offbreak,bat,LHB,Right,offbreak,travis head
P78,https://static.cricbuzz.com/a/img/v1/i1/c352449/david-warner.jpg?d=low&p=gthumb,David Warner,Australia,Batsman,Left Handed Bat,,bat,LHB,,,david warner
P79,https://static.cricbuzz.com/a/img/v1/i1/c352452/mitchell-marsh.jpg?d=low&p=gthumb,Mitchell Marsh,Australia,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,mitchell marsh
P80,https://static.cricbuzz.com/a/img/v1/i1/c352451/cameron-green.jpg?d=low&p=gthumb,Cameron Green,Australia,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,cameron green
P81,https://static.cricbuzz.com/a/img/v1/i1/c619879/glenn-maxwell.jpg?d=low&p=gthumb,Glenn Maxwell,Australia,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,glenn maxwell
P82,https://static.cricbuzz.com/a/img/v1/i1/c352453/marcus-stoinis.jpg?d=low&p=gthumb,Marcus Stoinis,Australia,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,marcus stoinis
P83,https://static.cricbuzz.com/a/img/v1/i1/c244781/ashton-agar.jpg?d=low&p=gthumb,Ashton Agar,Australia,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,ashton agar
P84,https://static.cricbuzz.com/a/img/v1/i1/c619881/josh-inglis.jpg?d=low&p=gthumb,Josh Inglis WK-,Australia,WK-Batsman,Right Handed Bat,,wk,RHB,,,josh inglis
P85,https://static.cricbuzz.com/a/img/v1/i1/c244799/matthew-wade.jpg?d=low&p=gthumb,Matthew Wade WK-,Australia,WK-Batsman,Left Handed Bat,,wk,LHB,,,matthew wade
P86,https://static.cricbuzz.com/a/img/v1/i1/c352460/pat-cummins.jpg?d=low&p=gthumb,Pat Cummins,Australia,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,pat cummins
P87,https://static.cricbuzz.com/a/img/v1/i1/c619885/nathan-ellis.jpg?d=low&p=gthumb,Nathan Ellis,Australia,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,nathan ellis
P88,https://static.cricbuzz.com/a/img/v1/i1/c352459/josh-hazlewood.jpg?d=low&p=gthumb,Josh Hazlewood,Australia,Bowler,Left Handed Bat,Right-arm fast-medium,bowl,LHB,Right,fast-medium,josh hazlewood
P89,https://static.cricbuzz.com/a/img/v1/i1/c352462/mitchell-starc.jpg?d=low&p=gthumb,Mitchell Starc,Australia,Bowler,Left Handed Bat,Left-arm fast,bowl,LHB,Left,fast,mitchell starc
P90,https://static.cricbuzz.com/a/img/v1/i1/c619887/adam-zampa.jpg?d=low&p=gthumb,Adam Zampa,Australia,Bowler,Right Handed Bat,Right-arm legbreak,bowl,RHB,Right,legbreak,adam zampa
P91,https://static.cricbuzz.com/a/img/v1/i1/c244693/michael-jones.jpg?d=low&p=gthumb,Michael Jones,Scotland,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,michael jones
P92,https://static.cricbuzz.com/a/img/v1/i1/c244688/george-munsey.jpg?d=low&p=gthumb,George Munsey,Scotland,Batsman,Left Handed Bat,,bat,LHB,,,george munsey
P93,https://static.cricbuzz.com/a/img/v1/i1/c182026/ollie-hairs.jpg?d=low&p=gthumb,Ollie Hairs,Scotland,Batsman,Left Handed Bat,Right-arm offbreak,bat,LHB,Right,offbreak,ollie hairs
P94,https://static.cricbuzz.com/a/img/v1/i1/c244691/richie-berrington.jpg?d=low&p=gthumb,Richie Berrington,Scotland,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,richie berrington
P95,https://static.cricbuzz.com/a/img/v1/i1/c244692/michael-leask.jpg?d=low&p=gthumb,Michael Leask,Scotland,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,michael leask
P96,https://static.cricbuzz.com/a/img/v1/i1/c244683/brandon-mcmullen.jpg?d=low&p=gthumb,Brandon McMullen,Scotland,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,brandon mcmullen
P97,https://static.cricbuzz.com/a/img/v1/i1/c182026/jack-jarvis.jpg?d=low&p=gthumb,Jack Jarvis,Scotland,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,jack jarvis
P98,https://static.cricbuzz.com/a/img/v1/i1/c244690/matthew-cross.jpg?d=low&p=gthumb,Matthew Cross WK-,Scotland,WK-Batsman,Right Handed Bat,,wk,RHB,,,matthew cross
P99,https://static.cricbuzz.com/a/img/v1/i1/c182026/charlie-tear.jpg?d=low&p=gthumb,Charlie Tear WK-,Scotland,WK-Batsman,Right Handed Bat,,wk,RHB,,,charlie tear
P100,https://static.cricbuzz.com/a/img/v1/i1/c244682/chris-greaves.jpg?d=low&p=gthumb,Chris Greaves,Scotland,Bowler,Right Handed Bat,Right-arm legbreak,bowl,RHB,Right,legbreak,chris greaves
P101,https://static.cricbuzz.com/a/img/v1/i1/c244694/safyaan-sharif.jpg?d=low&p=gthumb,Safyaan Sharif,Scotland,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,safyaan sharif
P102,https://static.cricbuzz.com/a/img/v1/i1/c244684/christopher-sole.jpg?d=low&p=gthumb,Christopher Sole,Scotland,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,christopher sole
P103,https://static.cricbuzz.com/a/img/v1/i1/c244687/mark-watt.jpg?d=low&p=gthumb,Mark Watt,Scotland,Bowler,Left Handed Bat,Left-arm orthodox,bowl,LHB,Left,orthodox,mark watt
P104,https://static.cricbuzz.com/a/img/v1/i1/c244685/brad-wheal.jpg?d=low&p=gthumb,Brad Wheal,Scotland,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,brad wheal
P105,https://static.cricbuzz.com/a/img/v1/i1/c182026/brad-currie.jpg?d=low&p=gthumb,Brad Currie,Scotland,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,brad currie
P106,https://static.cricbuzz.com/a/img/v1/i1/c182026/kashyap-prajapati.jpg?d=low&p=gthumb,Kashyap Prajapati,Oman,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,kashyap prajapati
P107,https://static.cricbuzz.com/a/img/v1/i1/c182026/shoaib-khan.jpg?d=low&p=gthumb,Shoaib Khan,Oman,Batsman,Right Handed Bat,Right-arm medium,bat,RHB,Right,medium,shoaib khan
P108,https://static.cricbuzz.com/a/img/v1/i1/c154944/mehran-khan.jpg?d=low&p=gthumb,Mehran Khan,Oman,Batsman,Right Handed Bat,Right-arm medium,bat,RHB,Right,medium,mehran khan
P109,https://static.cricbuzz.com/a/img/v1/i1/c182026/khalid-kail.jpg?d=low&p=gthumb,Khalid Kail,Oman,Batsman,Right Handed Bat,,bat,RHB,,,khalid kail
P110,https://static.cricbuzz.com/a/img/v1/i1/c182026/aqib-ilyas.jpg?d=low&p=gthumb,Aqib Ilyas,Oman,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,aqib ilyas
P111,https://static.cricbuzz.com/a/img/v1/i1/c182026/zeeshan-maqsood.jpg?d=low&p=gthumb,Zeeshan Maqsood,Oman,Batting Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,zeeshan maqsood
P112,https://static.cricbuzz.com/a/img/v1/i1/c182026/rafiullah.jpg?d=low&p=gthumb,Rafiullah,Oman,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,rafiullah
P113,https://static.cricbuzz.com/a/img/v1/i1/c182026/ayaan-khan.jpg?d=low&p=gthumb,Ayaan Khan,Oman,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,ayaan khan
P114,https://static.cricbuzz.com/a/img/v1/i1/c182026/mohammad-nadeem.jpg?d=low&p=gthumb,Mohammad Nadeem,Oman,Bowling Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,mohammad nadeem
P115,https://static.cricbuzz.com/a/img/v1/i1/c182026/pratik-athavale.jpg?d=low&p=gthumb,Pratik Athavale WK-,Oman,WK-Batsman,Right Handed Bat,Right-arm offbreak,wk,RHB,Right,offbreak,pratik athavale
P116,https://static.cricbuzz.com/a/img/v1/i1/c182026/naseem-khushi.jpg?d=low&p=gthumb,Naseem Khushi WK-,Oman,WK-Batsman,Right Handed Bat,,wk,RHB,,,naseem khushi
P117,https://static.cricbuzz.com/a/img/v1/i1/c182026/shakeel-ahmed.jpg?d=low&p=gthumb,Shakeel Ahmed,Oman,Bowler,Left Handed Bat,Left-arm orthodox,bowl,LHB,Left,orthodox,shakeel ahmed
P118,https://static.cricbuzz.com/a/img/v1/i1/c154943/bilal-khan.jpg?d=low&p=gthumb,Bilal Khan,Oman,Bowler,Left Handed Bat,Left-arm fast-medium,bowl,LHB,Left,fast-medium,bilal khan
P119,https://static.cricbuzz.com/a/img/v1/i1/c182026/fayyaz-butt.jpg?d=low&p=gthumb,Fayyaz Butt,Oman,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,fayyaz butt
P120,https://static.cricbuzz.com/a/img/v1/i1/c182026/kaleemullah.jpg?d=low&p=gthumb,Kaleemullah,Oman,Bowler,Right Handed Bat,Right-arm medium,bowl,RHB,Right,medium,kaleemullah
P121,https://static.cricbuzz.com/a/img/v1/i1/c619858/aiden-markram.jpg?d=low&p=gthumb,Aiden Markram,South Africa,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,aiden markram
P122,https://static.cricbuzz.com/a/img/v1/i1/c594193/reeza-hendricks.jpg?d=low&p=gthumb,Reeza Hendricks,South Africa,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,reeza hendricks
P123,https://static.cricbuzz.com/a/img/v1/i1/c619861/david-miller.jpg?d=low&p=gthumb,David Miller,South Africa,Batsman,Left Handed Bat,,bat,LHB,,,david miller
P124,https://static.cricbuzz.com/a/img/v1/i1/c619862/marco-jansen.jpg?d=low&p=gthumb,Marco Jansen,South Africa,Bowling Allrounder,Right Handed Bat,Left-arm fast,ar,RHB,Left,fast,marco jansen
P125,https://static.cricbuzz.com/a/img/v1/i1/c594326/quinton-de-kock.jpg?d=low&p=gthumb,Quinton de Kock WK-,South Africa,WK-Batsman,Left Handed Bat,,wk,LHB,,,quinton de kock
P126,https://static.cricbuzz.com/a/img/v1/i1/c619866/heinrich-klaasen.jpg?d=low&p=gthumb,Heinrich Klaasen WK-,South Africa,WK-Batsman,Right Handed Bat,Right-arm offbreak,wk,RHB,Right,offbreak,heinrich klaasen
P127,https://static.cricbuzz.com/a/img/v1/i1/c619865/ryan-rickelton.jpg?d=low&p=gthumb,Ryan Rickelton WK-,South Africa,WK-Batsman,Left Handed Bat,,wk,LHB,,,ryan rickelton
P128,https://static.cricbuzz.com/a/img/v1/i1/c619868/tristan-stubbs.jpg?d=low&p=gthumb,Tristan Stubbs WK-,South Africa,WK-Batsman,Right Handed Bat,Right-arm offbreak,wk,RHB,Right,offbreak,tristan stubbs
P129,https://static.cricbuzz.com/a/img/v1/i1/c597835/ottneil-baartman.jpg?d=low&p=gthumb,Ottneil Baartman,South Africa,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,ottneil baartman
P130,https://static.cricbuzz.com/a/img/v1/i1/c597795/gerald-coetzee.jpg?d=low&p=gthumb,Gerald Coetzee,South Africa,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,gerald coetzee
P131,https://static.cricbuzz.com/a/img/v1/i1/c244752/bjorn-fortuin.jpg?d=low&p=gthumb,Bjorn Fortuin,South Africa,Bowler,Right Handed Bat,Left-arm orthodox,bowl,RHB,Left,orthodox,bjorn fortuin
P132,https://static.cricbuzz.com/a/img/v1/i1/c619870/keshav-maharaj.jpg?d=low&p=gthumb,Keshav Maharaj,South Africa,Bowler,Right Handed Bat,Left-arm orthodox,bowl,RHB,Left,orthodox,keshav maharaj
P133,https://static.cricbuzz.com/a/img/v1/i1/c244754/anrich-nortje.jpg?d=low&p=gthumb,Anrich Nortje,South Africa,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,anrich nortje
P134,https://static.cricbuzz.com/a/img/v1/i1/c619869/kagiso-rabada.jpg?d=low&p=gthumb,Kagiso Rabada,South Africa,Bowler,Left Handed Bat,Right-arm fast,bowl,LHB,Right,fast,kagiso rabada
P135,https://static.cricbuzz.com/a/img/v1/i1/c619871/tabraiz-shamsi.jpg?d=low&p=gthumb,Tabraiz Shamsi,South Africa,Bowler,Right Handed Bat,Left-arm wrist-spin,bowl,RHB,Left,,tabraiz shamsi
P136,https://static.cricbuzz.com/a/img/v1/i1/c351889/pathum-nissanka.jpg?d=low&p=gthumb,Pathum Nissanka,Sri Lanka,Batsman,Right Handed Bat,,bat,RHB,,,pathum nissanka
P137,https://static.cricbuzz.com/a/img/v1/i1/c351873/charith-asalanka.jpg?d=low&p=gthumb,Charith Asalanka,Sri Lanka,Batting Allrounder,Left Handed Bat,Right-arm offbreak,ar,LHB,Right,offbreak,charith asalanka
P138,https://static.cricbuzz.com/a/img/v1/i1/c351878/dhananjaya-de-silva.jpg?d=low&p=gthumb,Dhananjaya de Silva,Sri Lanka,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,dhananjaya de silva
P139,https://static.cricbuzz.com/a/img/v1/i1/c170706/angelo-mathews.jpg?d=low&p=gthumb,Angelo Mathews,Sri Lanka,Batting Allrounder,Right Handed Bat,Right-arm fast-medium,ar,RHB,Right,fast-medium,angelo mathews
P140,https://static.cricbuzz.com/a/img/v1/i1/c717697/kamindu-mendis.jpg?d=low&p=gthumb,Kamindu Mendis,Sri Lanka,Batting Allrounder,Left Handed Bat,Right-arm offbreak,ar,LHB,Right,offbreak,kamindu mendis
P141,https://static.cricbuzz.com/a/img/v1/i1/c351876/dasun-shanaka.jpg?d=low&p=gthumb,Dasun Shanaka,Sri Lanka,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,dasun shanaka
P142,https://static.cricbuzz.com/a/img/v1/i1/c244676/wanindu-hasaranga.jpg?d=low&p=gthumb,Wanindu Hasaranga,Sri Lanka,Bowling Allrounder,Right Handed Bat,Right-arm legbreak,ar,RHB,Right,legbreak,wanindu hasaranga
P143,https://static.cricbuzz.com/a/img/v1/i1/c351882/dunith-wellalage.jpg?d=low&p=gthumb,Dunith Wellalage,Sri Lanka,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,dunith wellalage
P144,https://static.cricbuzz.com/a/img/v1/i1/c594291/kusal-mendis.jpg?d=low&p=gthumb,Kusal Mendis WK-,Sri Lanka,WK-Batsman,Right Handed Bat,,wk,RHB,,,kusal mendis
P145,https://static.cricbuzz.com/a/img/v1/i1/c351890/sadeera-samarawickrama.jpg?d=low&p=gthumb,Sadeera Samarawickrama WK-,Sri Lanka,WK-Batsman,Right Handed Bat,,wk,RHB,,,sadeera samarawickrama
P146,https://static.cricbuzz.com/a/img/v1/i1/c244665/dushmantha-chameera.jpg?d=low&p=gthumb,Dushmantha Chameera,Sri Lanka,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,dushmantha chameera
P147,https://static.cricbuzz.com/a/img/v1/i1/c351880/dilshan-madushanka.jpg?d=low&p=gthumb,Dilshan Madushanka,Sri Lanka,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,dilshan madushanka
P148,https://static.cricbuzz.com/a/img/v1/i1/c351888/matheesha-pathirana.jpg?d=low&p=gthumb,Matheesha Pathirana,Sri Lanka,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,matheesha pathirana
P149,https://static.cricbuzz.com/a/img/v1/i1/c594214/maheesh-theekshana.jpg?d=low&p=gthumb,Maheesh Theekshana,Sri Lanka,Bowler,Right Handed Bat,Right-arm offbreak,bowl,RHB,Right,offbreak,maheesh theekshana
P150,https://static.cricbuzz.com/a/img/v1/i1/c226338/nuwan-thushara.jpg?d=low&p=gthumb,Nuwan Thushara,Sri Lanka,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,nuwan thushara
P151,https://static.cricbuzz.com/a/img/v1/i1/c616418/kane-williamson.jpg?d=low&p=gthumb,Kane Williamson,New Zealand,Batsman,Right Handed Bat,Right-arm offbreak,bat,RHB,Right,offbreak,kane williamson
P152,https://static.cricbuzz.com/a/img/v1/i1/c594254/finn-allen.jpg?d=low&p=gthumb,Finn Allen,New Zealand,Batsman,Right Handed Bat,,bat,RHB,,,finn allen
P153,https://static.cricbuzz.com/a/img/v1/i1/c616435/mark-chapman.jpg?d=low&p=gthumb,Mark Chapman,New Zealand,Batsman,Left Handed Bat,Left-arm orthodox,bat,LHB,Left,orthodox,mark chapman
P154,https://static.cricbuzz.com/a/img/v1/i1/c616433/glenn-phillips.jpg?d=low&p=gthumb,Glenn Phillips,New Zealand,Batting Allrounder,Right Handed Bat,Right-arm offbreak,ar,RHB,Right,offbreak,glenn phillips
P155,https://static.cricbuzz.com/a/img/v1/i1/c616430/michael-bracewell.jpg?d=low&p=gthumb,Michael Bracewell,New Zealand,Batting Allrounder,Left Handed Bat,Right-arm offbreak,ar,LHB,Right,offbreak,michael bracewell
P156,https://static.cricbuzz.com/a/img/v1/i1/c616424/daryl-mitchell.jpg?d=low&p=gthumb,Daryl Mitchell,New Zealand,Batting Allrounder,Right Handed Bat,Right-arm medium,ar,RHB,Right,medium,daryl mitchell
P157,https://static.cricbuzz.com/a/img/v1/i1/c597793/james-neesham.jpg?d=low&p=gthumb,James Neesham,New Zealand,Batting Allrounder,Left Handed Bat,Right-arm fast-medium,ar,LHB,Right,fast-medium,james neesham
P158,https://static.cricbuzz.com/a/img/v1/i1/c655385/rachin-ravindra.jpg?d=low&p=gthumb,Rachin Ravindra,New Zealand,Batting Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,rachin ravindra
P159,https://static.cricbuzz.com/a/img/v1/i1/c616427/mitchell-santner.jpg?d=low&p=gthumb,Mitchell Santner,New Zealand,Bowling Allrounder,Left Handed Bat,Left-arm orthodox,ar,LHB,Left,orthodox,mitchell santner
P160,https://static.cricbuzz.com/a/img/v1/i1/c616434/devon-conway.jpg?d=low&p=gthumb,Devon Conway,New Zealand,WK-Batsman,Left Handed Bat,Right-arm medium,wk,LHB,Right,medium,devon conway
P161,https://static.cricbuzz.com/a/img/v1/i1/c351612/trent-boult.jpg?d=low&p=gthumb,Trent Boult,New Zealand,Bowler,Right Handed Bat,Left-arm fast-medium,bowl,RHB,Left,fast-medium,trent boult
P162,https://static.cricbuzz.com/a/img/v1/i1/c616422/lockie-ferguson.jpg?d=low&p=gthumb,Lockie Ferguson,New Zealand,Bowler,Right Handed Bat,Right-arm fast,bowl,RHB,Right,fast,lockie ferguson
P163,https://static.cricbuzz.com/a/img/v1/i1/c616431/matt-henry.jpg?d=low&p=gthumb,Matt Henry,New Zealand,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,matt henry
P164,https://static.cricbuzz.com/a/img/v1/i1/c351602/ish-sodhi.jpg?d=low&p=gthumb,Ish Sodhi,New Zealand,Bowler,Right Handed Bat,Right-arm legbreak,bowl,RHB,Right,legbreak,ish sodhi
P165,https://static.cricbuzz.com/a/img/v1/i1/c601546/tim-southee.jpg?d=low&p=gthumb,Tim Southee,New Zealand,Bowler,Right Handed Bat,Right-arm fast-medium,bowl,RHB,Right,fast-medium,tim southee
P166,https://static.cricbuzz.com/a/img/v1/i1/c616547/ibrahim-zadran.jpg?d=low&p=gthumb,Ibrahim Zadran,Afghanistan,Batsman,Right Handed Bat,Right-arm fast-medium,bat,RHB,Right,fast-medium,ibrahim zadran
P167,https://static.cricbuzz.com/a/img/v1/i1/c352434/najibullah-zadran.jpg?d=low&p=gthumb,Najibullah Zadran,Afghanistan,Batsman,Left Handed Bat,Right-arm offbreak,bat,LHB,Right,offbreak,najibullah zadran
P168,https://static.cricbuzz.com/a/img/v1/i1/c244750/hazratullah-zazai.jpg?d=low&p=gthumb,Hazratullah Zazai,Afghanistan,Batsman,Left Handed Bat,Left-arm orthodox,bat,LHB,Left,orthodox,hazratullah zazai
