match_name,team,player_name,overs,maidens,runs,wickets,no_balls,wides,economy,player_name_clean,team_clean,player_id
SOUTH AFRICA vs UNITED STATES OF AMERICA,SOUTH AFRICA,Anrich Nortje,4,0,37,1,0,1,9.2,anrich nortje,RSA,P133
SOUTH AFRICA vs UNITED STATES OF AMERICA,SOUTH AFRICA,Tabraiz Shamsi,4,0,50,1,0,2,12.5,tabraiz shamsi,RSA,P135
WEST INDIES vs ENGLAND,ENGLAND,R Topley,3,0,26,0,0,4,8.7,reece topley,ENG,P44
WEST INDIES vs ENGLAND,ENGLAND,Mark Wood,3,0,36,0,0,4,12,mark wood,ENG,P45
WEST INDIES vs ENGLAND,ENGLAND,Jofra Archer,4,0,34,1,0,1,8.5,jofra archer,ENG,P40
WEST INDIES vs ENGLAND,ENGLAND,Sam Curran,3,0,25,0,0,0,8.3,sam curran,ENG,P36
WEST INDIES vs ENGLAND,ENGLAND,Adil Rashid,4,0,21,1,0,1,5.2,adil rashid,ENG,P43
WEST INDIES vs ENGLAND,ENGLAND,Moeen,2,0,15,1,0,0,7.5,moeen ali,ENG,P33
WEST INDIES vs ENGLAND,ENGLAND,Livingstone,1,0,20,1,0,0,20,liam livingstone,ENG,P35
WEST INDIES vs ENGLAND,WEST INDIES,Akeal Hosein,4,0,35,0,0,1,8.8,akeal hosein,WI,P212
WEST INDIES vs ENGLAND,WEST INDIES,Romario Shepherd,2,0,41,0,0,1,20.5,romario shepherd,WI,P205
WEST INDIES vs ENGLAND,WEST INDIES,Andre Russell,2,0,21,1,0,2,10.5,andre russell,WI,P204
WEST INDIES vs ENGLAND,WEST INDIES,Alzarri Joseph,2.3,0,32,0,0,0,12.8,alzarri joseph,WI,P210
WEST INDIES vs ENGLAND,WEST INDIES,Gudakesh Motie,4,0,32,0,0,0,8,gudakesh motie,WI,P206
WEST INDIES vs ENGLAND,WEST INDIES,Roston Chase,3,0,19,1,0,3,6.3,roston chase,WI,P203
INDIA vs AFGHANISTAN,AFGHANISTAN,Fazalhaq Farooqi,4,0,33,3,0,2,8.2,fazalhaq farooqi,AFG,P180
INDIA vs AFGHANISTAN,AFGHANISTAN,Nabi,3,0,24,0,0,0,8,mohammad nabi,AFG,P171
INDIA vs AFGHANISTAN,AFGHANISTAN,Naveen-ul-Haq,4,0,40,1,0,3,10,naveen-ul-haq,AFG,P179
INDIA vs AFGHANISTAN,AFGHANISTAN,Rashid Khan (c),4,0,26,3,0,0,6.5,rashid khan,AFG,P172
INDIA vs AFGHANISTAN,AFGHANISTAN,Noor Ahmad,3,0,30,0,0,1,10,noor ahmad,AFG,P178
INDIA vs AFGHANISTAN,AFGHANISTAN,Azmatullah,2,0,23,0,0,2,11.5,azmatullah omarzai,AFG,P170
INDIA vs AFGHANISTAN,INDIA,Arshdeep Singh,4,0,36,3,0,5,9,arshdeep singh,IND,P13
INDIA vs AFGHANISTAN,INDIA,Jasprit Bumrah,4,1,7,3,0,0,1.8,jasprit bumrah,IND,P14
INDIA vs AFGHANISTAN,INDIA,Axar Patel,3,1,15,1,0,0,5,axar patel,IND,P8
INDIA vs AFGHANISTAN,INDIA,Hardik Pandya,2,0,13,0,0,1,6.5,hardik pandya,IND,P5
INDIA vs AFGHANISTAN,INDIA,Kuldeep Yadav,4,0,32,2,1,1,8,kuldeep yadav,IND,P11
INDIA vs AFGHANISTAN,INDIA,Ravindra Jadeja,3,0,20,1,0,0,6.7,ravindra jadeja,IND,P7
BANGLADESH vs AUSTRALIA,AUSTRALIA,Mitchell Starc,4,0,21,1,0,2,5.2,mitchell starc,AUS,P89
BANGLADESH vs AUSTRALIA,AUSTRALIA,Hazlewood,4,1,25,0,0,1,6.2,josh hazlewood,AUS,P88
BANGLADESH vs AUSTRALIA,AUSTRALIA,Cummins,4,0,29,3,0,7,7.2,pat cummins,AUS,P86
BANGLADESH vs AUSTRALIA,AUSTRALIA,Zampa,4,0,24,2,0,0,6,adam zampa,AUS,P90
BANGLADESH vs AUSTRALIA,AUSTRALIA,Stoinis,2,0,24,1,0,1,12,marcus stoinis,AUS,P82
BANGLADESH vs AUSTRALIA,AUSTRALIA,Maxwell,2,0,14,1,0,0,7,glenn maxwell,AUS,P81
BANGLADESH vs AUSTRALIA,BANGLADESH,Mahedi Hasan,4,0,22,0,0,0,5.5,mahedi hasan,BAN,P281
BANGLADESH vs AUSTRALIA,BANGLADESH,Tanzim Hasan Sakib,1,0,9,0,0,0,9,tanzim hasan sakib,BAN,P289
BANGLADESH vs AUSTRALIA,BANGLADESH,Taskin Ahmed,1.2,0,22,0,0,0,16.5,taskin ahmed,BAN,P284
BANGLADESH vs AUSTRALIA,BANGLADESH,Mustafizur Rahman,2,0,23,0,0,0,11.5,mustafizur rahman,BAN,P287
BANGLADESH vs AUSTRALIA,BANGLADESH,Rishad Hossain,3,0,23,2,0,0,7.7,rishad hossain,BAN,P286
SOUTH AFRICA vs ENGLAND,ENGLAND,R Topley,4,0,23,0,0,2,5.8,reece topley,ENG,P44
SOUTH AFRICA vs ENGLAND,ENGLAND,Moeen,3,0,25,1,0,0,8.3,moeen ali,ENG,P33
SOUTH AFRICA vs ENGLAND,ENGLAND,Jofra Archer,4,0,40,3,0,1,10,jofra archer,ENG,P40
SOUTH AFRICA vs ENGLAND,ENGLAND,Sam Curran,3,0,29,0,0,1,9.7,sam curran,ENG,P36
SOUTH AFRICA vs ENGLAND,ENGLAND,Adil Rashid,4,0,20,1,0,0,5,adil rashid,ENG,P43
SOUTH AFRICA vs ENGLAND,ENGLAND,Mark Wood,2,0,22,0,0,2,11,mark wood,ENG,P45
SOUTH AFRICA vs ENGLAND,SOUTH AFRICA,Marco Jansen,4,0,31,0,1,0,7.8,marco jansen,RSA,P124
SOUTH AFRICA vs ENGLAND,SOUTH AFRICA,Kagiso Rabada,4,0,32,2,0,2,8,kagiso rabada,RSA,P134
SOUTH AFRICA vs ENGLAND,SOUTH AFRICA,Keshav Maharaj,4,0,25,2,0,0,6.2,keshav maharaj,RSA,P132
SOUTH AFRICA vs ENGLAND,SOUTH AFRICA,Ottneil Baartman,3,0,27,1,0,0,9,ottneil baartman,RSA,P129
SOUTH AFRICA vs ENGLAND,SOUTH AFRICA,Anrich Nortje,4,0,35,1,0,1,8.8,anrich nortje,RSA,P133
SOUTH AFRICA vs ENGLAND,SOUTH AFRICA,Aiden Markram (c),1,0,4,0,0,0,4,aiden markram,RSA,P121
UNITED STATES OF AMERICA vs WEST INDIES,WEST INDIES,Akeal Hosein,3,0,13,0,0,0,4.3,akeal hosein,WI,P212
UNITED STATES OF AMERICA vs WEST INDIES,WEST INDIES,Russell,3.5,0,31,3,0,3,8.1,andre russell,WI,P204
UNITED STATES OF AMERICA vs WEST INDIES,WEST INDIES,Obed McCoy,2,0,20,0,0,1,10,obed mccoy,WI,P213
UNITED STATES OF AMERICA vs WEST INDIES,WEST INDIES,Alzarri Joseph,4,0,31,2,1,1,7.8,alzarri joseph,WI,P210
UNITED STATES OF AMERICA vs WEST INDIES,WEST INDIES,Motie,3,0,14,1,0,0,4.7,gudakesh motie,WI,P206
UNITED STATES OF AMERICA vs WEST INDIES,WEST INDIES,Roston Chase,4,0,19,3,0,1,4.8,roston chase,WI,P203
UNITED STATES OF AMERICA vs WEST INDIES,UNITED STATES OF AMERICA,Saurabh Netravalkar,2.5,0,31,0,0,0,10.9,saurabh netravalkar,USA,P75
UNITED STATES OF AMERICA vs WEST INDIES,UNITED STATES OF AMERICA,Nosthush Kenjige,1,0,11,0,0,0,11,nosthush kenjige,USA,P74
UNITED STATES OF AMERICA vs WEST INDIES,UNITED STATES OF AMERICA,Ali Khan,2,0,18,0,0,2,9,ali khan,USA,P72
UNITED STATES OF AMERICA vs WEST INDIES,UNITED STATES OF AMERICA,Harmeet Singh,2,0,18,1,0,0,9,harmeet singh,USA,P66
UNITED STATES OF AMERICA vs WEST INDIES,UNITED STATES OF AMERICA,Shadley van Schalkwyk,2,0,29,0,0,1,14.5,shadley van schalkwyk,USA,P68
UNITED STATES OF AMERICA vs WEST INDIES,UNITED STATES OF AMERICA,Milind Kumar,1,0,22,0,0,2,22,milind kumar,USA,P63
INDIA vs BANGLADESH,BANGLADESH,Mahedi Hasan,4,0,28,0,0,0,7,mahedi hasan,BAN,P281
INDIA vs BANGLADESH,BANGLADESH,Shakib,3,0,37,1,0,1,12.3,shakib al hasan,BAN,P279
INDIA vs BANGLADESH,BANGLADESH,Tanzim Hasan Sakib,4,0,32,2,0,1,8,tanzim hasan sakib,BAN,P289
INDIA vs BANGLADESH,BANGLADESH,Mustafizur,4,0,48,0,1,1,12,mustafizur rahman,BAN,P287
INDIA vs BANGLADESH,BANGLADESH,Rishad Hossain,3,0,43,2,0,2,14.3,rishad hossain,BAN,P286
INDIA vs BANGLADESH,BANGLADESH,Mahmudullah,2,0,8,0,0,1,4,mahmudullah,BAN,P280
INDIA vs BANGLADESH,INDIA,Arshdeep Singh,4,0,30,2,0,1,7.5,arshdeep singh,IND,P13
INDIA vs BANGLADESH,INDIA,Jasprit Bumrah,4,0,13,2,0,0,3.2,jasprit bumrah,IND,P14
INDIA vs BANGLADESH,INDIA,Axar Patel,2,0,26,0,0,0,13,axar patel,IND,P8
INDIA vs BANGLADESH,INDIA,Hardik Pandya,3,0,32,1,0,2,10.7,hardik pandya,IND,P5
INDIA vs BANGLADESH,INDIA,Ravindra Jadeja,3,0,24,0,0,0,8,ravindra jadeja,IND,P7
INDIA vs BANGLADESH,INDIA,Kuldeep Yadav,4,0,19,3,0,0,4.8,kuldeep yadav,IND,P11
AFGHANISTAN vs AUSTRALIA,AUSTRALIA,Agar,4,1,17,0,0,0,4.2,ashton agar,AUS,P83
AFGHANISTAN vs AUSTRALIA,AUSTRALIA,Hazlewood,4,0,39,0,0,1,9.8,josh hazlewood,AUS,P88
AFGHANISTAN vs AUSTRALIA,AUSTRALIA,Cummins,4,0,28,3,0,1,7,pat cummins,AUS,P86
AFGHANISTAN vs AUSTRALIA,AUSTRALIA,Zampa,4,0,28,2,0,1,7,adam zampa,AUS,P90
AFGHANISTAN vs AUSTRALIA,AUSTRALIA,Maxwell,2,0,12,0,0,1,6,glenn maxwell,AUS,P81
AFGHANISTAN vs AUSTRALIA,AUSTRALIA,Stoinis,2,0,19,1,0,0,9.5,marcus stoinis,AUS,P82
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Naveen-ul-Haq,4,0,20,3,0,0,5,naveen-ul-haq,AFG,P179
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Fazalhaq Farooqi,3,0,21,0,1,0,7,fazalhaq farooqi,AFG,P180
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Azmatullah Omarzai,1.2,0,10,1,0,0,7.5,azmatullah omarzai,AFG,P170
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Mohammad Nabi,1,0,1,1,0,0,1,mohammad nabi,AFG,P171
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Nangeyalia Kharote,1,0,13,0,0,0,13,nangeyalia kharote,AFG,P174
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Rashid Khan (c),4,0,23,1,0,2,5.8,rashid khan,AFG,P172
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Noor Ahmad,1,0,11,0,0,5,11,noor ahmad,AFG,P178
AFGHANISTAN vs AUSTRALIA,AFGHANISTAN,Gulbadin Naib,4,0,20,4,0,0,5,gulbadin naib,AFG,P169
UNITED STATES OF AMERICA vs ENGLAND,ENGLAND,R Topley,3,0,29,1,0,0,9.7,reece topley,ENG,P44
UNITED STATES OF AMERICA vs ENGLAND,ENGLAND,Jofra Archer,3,0,16,0,0,0,5.3,jofra archer,ENG,P40
UNITED STATES OF AMERICA vs ENGLAND,ENGLAND,Sam Curran,2,0,23,2,0,0,11.5,sam curran,ENG,P36
UNITED STATES OF AMERICA vs ENGLAND,ENGLAND,Adil Rashid,4,0,13,2,0,1,3.2,adil rashid,ENG,P43
UNITED STATES OF AMERICA vs ENGLAND,ENGLAND,Livingstone,4,0,24,1,0,0,6,liam livingstone,ENG,P35
UNITED STATES OF AMERICA vs ENGLAND,ENGLAND,Chris Jordan,2.5,0,10,4,0,0,3.5,chris jordan,ENG,P42
UNITED STATES OF AMERICA vs ENGLAND,UNITED STATES OF AMERICA,Saurabh Netravalkar,2,0,21,0,0,0,10.5,saurabh netravalkar,USA,P75
UNITED STATES OF AMERICA vs ENGLAND,UNITED STATES OF AMERICA,Harmeet Singh,2,0,36,0,0,2,18,harmeet singh,USA,P66
UNITED STATES OF AMERICA vs ENGLAND,UNITED STATES OF AMERICA,Nosthush Kenjige,2,0,19,0,0,0,9.5,nosthush kenjige,USA,P74
UNITED STATES OF AMERICA vs ENGLAND,UNITED STATES OF AMERICA,Ali Khan,2,0,26,0,0,6,13,ali khan,USA,P72
UNITED STATES OF AMERICA vs ENGLAND,UNITED STATES OF AMERICA,Shadley van Schalkwyk,1.4,0,15,0,1,0,9,shadley van schalkwyk,USA,P68
WEST INDIES vs SOUTH AFRICA,SOUTH AFRICA,Marco Jansen,2,0,17,1,0,4,8.5,marco jansen,RSA,P124
WEST INDIES vs SOUTH AFRICA,SOUTH AFRICA,Markram (c),4,0,28,1,0,2,7,aiden markram,RSA,P121
WEST INDIES vs SOUTH AFRICA,SOUTH AFRICA,Maharaj,4,0,24,1,0,0,6,keshav maharaj,RSA,P132
WEST INDIES vs SOUTH AFRICA,SOUTH AFRICA,Nortje,4,0,26,0,0,2,6.5,anrich nortje,RSA,P133
WEST INDIES vs SOUTH AFRICA,SOUTH AFRICA,Shamsi,4,0,27,3,0,0,6.8,tabraiz shamsi,RSA,P135
WEST INDIES vs SOUTH AFRICA,SOUTH AFRICA,Rabada,2,0,11,1,0,0,5.5,kagiso rabada,RSA,P134
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Akeal Hosein,3,0,31,0,0,0,10.3,akeal hosein,WI,P212
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Andre Russell,4,0,19,2,0,1,4.8,andre russell,WI,P204
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Alzarri Joseph,4,0,25,2,0,5,6.2,alzarri joseph,WI,P210
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Gudakesh Motie,1,0,20,0,0,0,20,gudakesh motie,WI,P206
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Obed McCoy,1.1,0,15,0,0,3,12.9,obed mccoy,WI,P213
WEST INDIES vs SOUTH AFRICA,WEST INDIES,Roston Chase,3,0,12,3,0,0,4,roston chase,WI,P203
INDIA vs AUSTRALIA,AUSTRALIA,Mitchell Starc,4,0,45,2,0,1,11.2,mitchell starc,AUS,P89
INDIA vs AUSTRALIA,AUSTRALIA,Hazlewood,4,0,14,1,0,0,3.5,josh hazlewood,AUS,P88
INDIA vs AUSTRALIA,AUSTRALIA,Cummins,4,0,48,0,0,0,12,pat cummins,AUS,P86
INDIA vs AUSTRALIA,AUSTRALIA,Zampa,4,0,41,0,0,0,10.2,adam zampa,AUS,P90
INDIA vs AUSTRALIA,AUSTRALIA,Stoinis,4,0,56,2,0,1,14,marcus stoinis,AUS,P82
INDIA vs AUSTRALIA,INDIA,Arshdeep Singh,4,0,37,3,0,2,9.2,arshdeep singh,IND,P13
INDIA vs AUSTRALIA,INDIA,Jasprit Bumrah,4,0,29,1,0,0,7.2,jasprit bumrah,IND,P14
INDIA vs AUSTRALIA,INDIA,Axar Patel,3,0,21,1,0,0,7,axar patel,IND,P8
INDIA vs AUSTRALIA,INDIA,Hardik Pandya,4,0,47,0,0,1,11.8,hardik pandya,IND,P5
INDIA vs AUSTRALIA,INDIA,Kuldeep Yadav,4,0,24,2,0,0,6,kuldeep yadav,IND,P11
INDIA vs AUSTRALIA,INDIA,Ravindra Jadeja,1,0,17,0,0,0,17,ravindra jadeja,IND,P7
AFGHANISTAN vs BANGLADESH,BANGLADESH,Tanzim Hasan Sakib,4,0,36,0,0,5,9,tanzim hasan sakib,BAN,P289
AFGHANISTAN vs BANGLADESH,BANGLADESH,Taskin Ahmed,4,1,12,1,0,0,3,taskin ahmed,BAN,P284
AFGHANISTAN vs BANGLADESH,BANGLADESH,Shakib,4,0,19,0,0,0,4.8,shakib al hasan,BAN,P279
AFGHANISTAN vs BANGLADESH,BANGLADESH,Mustafizur,4,0,17,1,0,0,4.2,mustafizur rahman,BAN,P287
AFGHANISTAN vs BANGLADESH,BANGLADESH,Rishad Hossain,4,0,26,3,0,3,6.5,rishad hossain,BAN,P286
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Naveen-ul-Haq,3.5,0,26,4,0,0,6.8,naveen-ul-haq,AFG,P179
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Fazalhaq Farooqi,2,0,15,1,0,2,7.5,fazalhaq farooqi,AFG,P180
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Mohammad Nabi,2,0,15,0,0,0,7.5,mohammad nabi,AFG,P171
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Rashid Khan (c),4,0,23,4,0,1,5.8,rashid khan,AFG,P172
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Noor Ahmad,4,0,13,0,0,0,3.2,noor ahmad,AFG,P178
AFGHANISTAN vs BANGLADESH,AFGHANISTAN,Gulbadin Naib,2,0,5,1,0,0,2.5,gulbadin naib,AFG,P169
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Marco Jansen,3,0,16,3,0,4,5.3,marco jansen,RSA,P124
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Maharaj,1,0,6,0,0,0,6,keshav maharaj,RSA,P132
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Rabada,3,1,14,2,0,0,4.7,kagiso rabada,RSA,P134
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Nortje,3,0,7,2,0,1,2.3,anrich nortje,RSA,P133
AFGHANISTAN vs SOUTH AFRICA,SOUTH AFRICA,Shamsi,1.5,0,6,3,0,1,3.3,tabraiz shamsi,RSA,P135
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Naveen-ul-Haq,3,0,15,0,0,1,5,naveen-ul-haq,AFG,P179
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Fazalhaq Farooqi,2,0,11,1,0,1,5.5,fazalhaq farooqi,AFG,P180
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Rashid Khan (c),1,0,8,0,0,0,8,rashid khan,AFG,P172
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Azmatullah Omarzai,1.5,0,18,0,1,0,9.8,azmatullah omarzai,AFG,P170
AFGHANISTAN vs SOUTH AFRICA,AFGHANISTAN,Gulbadin Naib,1,0,8,0,0,0,8,gulbadin naib,AFG,P169
INDIA vs ENGLAND,ENGLAND,R Topley,3,0,25,1,0,0,8.3,reece topley,ENG,P44
INDIA vs ENGLAND,ENGLAND,Jofra Archer,4,0,33,1,0,0,8.2,jofra archer,ENG,P40
INDIA vs ENGLAND,ENGLAND,Sam Curran,2,0,25,1,0,0,12.5,sam curran,ENG,P36
INDIA vs ENGLAND,ENGLAND,Adil Rashid,4,0,25,1,0,0,6.2,adil rashid,ENG,P43
INDIA vs ENGLAND,ENGLAND,Chris Jordan,3,0,37,3,0,0,12.3,chris jordan,ENG,P42
INDIA vs ENGLAND,ENGLAND,Livingstone,4,0,24,0,0,1,6,liam livingstone,ENG,P35
INDIA vs ENGLAND,INDIA,Arshdeep Singh,2,0,17,0,0,0,8.5,arshdeep singh,IND,P13
INDIA vs ENGLAND,INDIA,Jasprit Bumrah,2.4,0,12,2,0,0,4.5,jasprit bumrah,IND,P14
INDIA vs ENGLAND,INDIA,Axar Patel,4,0,23,3,0,0,5.8,axar patel,IND,P8
INDIA vs ENGLAND,INDIA,Kuldeep Yadav,4,0,19,3,0,0,4.8,kuldeep yadav,IND,P11
INDIA vs ENGLAND,INDIA,Ravindra Jadeja,3,0,16,0,0,0,5.3,ravindra jadeja,IND,P7
INDIA vs ENGLAND,INDIA,Hardik Pandya,1,0,14,0,0,0,14,hardik pandya,IND,P5
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Marco Jansen,4,0,49,1,1,1,12.2,marco jansen,RSA,P124
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Maharaj,3,0,23,2,0,0,7.7,keshav maharaj,RSA,P132
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Rabada,4,0,36,1,0,2,9,kagiso rabada,RSA,P134
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Markram (c),2,0,16,0,0,0,8,aiden markram,RSA,P121
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Nortje,4,0,26,2,0,2,6.5,anrich nortje,RSA,P133
INDIA vs SOUTH AFRICA,SOUTH AFRICA,Shamsi,3,0,26,0,0,1,8.7,tabraiz shamsi,RSA,P135
INDIA vs SOUTH AFRICA,INDIA,Arshdeep Singh,4,0,20,2,0,0,5,arshdeep singh,IND,P13
INDIA vs SOUTH AFRICA,INDIA,Jasprit Bumrah,4,0,18,2,0,0,4.5,jasprit bumrah,IND,P14
INDIA vs SOUTH AFRICA,INDIA,Axar Patel,4,0,49,1,0,2,12.2,axar patel,IND,P8
INDIA vs SOUTH AFRICA,INDIA,Kuldeep Yadav,4,0,45,0,0,0,11.2,kuldeep yadav,IND,P11
INDIA vs SOUTH AFRICA,INDIA,Hardik Pandya,3,0,20,3,1,1,6.7,hardik pandya,IND,P5
INDIA vs SOUTH AFRICA,INDIA,Ravindra Jadeja,1,0,12,0,0,0,12,ravindra jadeja,IND,P7
