match_name,team,batting_pos,player_name,dismissal,runs,balls,fours,sixes,strike_rate,player_name_clean,team_clean,player_id
WEST INDIES vs NEW ZEALAND,West Indies,6,Sherfane Rutherford,not out,68,39,2,6,174.36,sherfane rutherford,WI,P201
WEST INDIES vs NEW ZEALAND,West Indies,7,Akeal Hosein,c Neesham b Santner,15,17,0,1,88.24,akeal hosein,WI,P212
WEST INDIES vs NEW ZEALAND,West Indies,8,Russell,c Lockie Ferguson b Boult,14,7,2,1,200,andre russell,WI,P204
WEST INDIES vs NEW ZEALAND,West Indies,9,Romario Shepherd,lbw b Lockie Ferguson,13,13,0,1,100,romario shepherd,WI,P205
WEST INDIES vs NEW ZEALAND,West Indies,10,Alzarri Joseph,b Boult,6,6,1,0,100,alzarri joseph,WI,P210
WEST INDIES vs NEW ZEALAND,West Indies,11,Motie,not out,0,1,0,0,0,gudakesh motie,WI,P206
WEST INDIES vs NEW ZEALAND,New Zealand,1,Devon Conway,c Roston Chase b Akeal Hosein,5,8,0,0,62.5,devon conway,NZ,P160
WEST INDIES vs NEW ZEALAND,New Zealand,2,Finn Allen,c Russell b Alzarri Joseph,26,23,3,1,113.04,finn allen,NZ,P152
WEST INDIES vs NEW ZEALAND,New Zealand,3,Rachin Ravindra,c Russell b Motie,10,13,0,0,76.92,rachin ravindra,NZ,P158
WEST INDIES vs NEW ZEALAND,New Zealand,4,Kane Williamson (c),c Pooran b Motie,1,2,0,0,50,kane williamson,NZ,P151
WEST INDIES vs NEW ZEALAND,New Zealand,5,Daryl Mitchell,b Motie,12,13,1,0,92.31,daryl mitchell,NZ,P156
WEST INDIES vs NEW ZEALAND,New Zealand,6,Glenn Phillips,c Rovman Powell b Alzarri Joseph,40,33,3,2,121.21,glenn phillips,NZ,P154
WEST INDIES vs NEW ZEALAND,New Zealand,7,James Neesham,c Brandon King b Alzarri Joseph,10,11,0,1,90.91,james neesham,NZ,P157
WEST INDIES vs NEW ZEALAND,New Zealand,8,Mitchell Santner,not out,21,12,0,3,175,mitchell santner,NZ,P159
WEST INDIES vs NEW ZEALAND,New Zealand,9,Tim Southee,c and b Alzarri Joseph,0,1,0,0,0,tim southee,NZ,P165
WEST INDIES vs NEW ZEALAND,New Zealand,10,Trent Boult,c Roston Chase b Russell,7,4,0,1,175,trent boult,NZ,P161
WEST INDIES vs NEW ZEALAND,New Zealand,11,Lockie Ferguson,not out,0,0,0,0,0,lockie ferguson,NZ,P162
BANGLADESH vs NETHERLANDS,Bangladesh,1,Tanzid Hasan,c Bas de Leede b van Meekeren,35,26,5,1,134.62,tanzid hasan tamim,BAN,P277
BANGLADESH vs NETHERLANDS,Bangladesh,2,Shanto (c),c Vikramjit Singh b Aryan Dutt,1,3,0,0,33.33,najmul hossain shanto,BAN,P275
BANGLADESH vs NETHERLANDS,Bangladesh,3,Litton Das,c Sybrand Engelbrecht b Aryan Dutt,1,2,0,0,50,litton das,BAN,P282
BANGLADESH vs NETHERLANDS,Bangladesh,4,Shakib,not out,64,46,9,0,139.13,shakib al hasan,BAN,P279
BANGLADESH vs NETHERLANDS,Bangladesh,5,Towhid Hridoy,b Tim Pringle,9,15,0,0,60,towhid hridoy,BAN,P278
BANGLADESH vs NETHERLANDS,Bangladesh,6,Mahmudullah,c Sybrand Engelbrecht b van Meekeren,25,21,2,2,119.05,mahmudullah,BAN,P280
BANGLADESH vs NETHERLANDS,Bangladesh,7,Jaker Ali,not out,14,7,3,0,200,jaker ali,BAN,P283
BANGLADESH vs NETHERLANDS,Netherlands,1,Michael Levitt,c Towhid Hridoy b Taskin Ahmed,18,16,2,1,112.5,michael levitt,NED,P264
BANGLADESH vs NETHERLANDS,Netherlands,2,Max ODowd,c and b Tanzim Hasan Sakib,12,16,3,0,75,max odowd,NED,P260
BANGLADESH vs NETHERLANDS,Netherlands,3,Vikramjit Singh,st Litton Das b Mahmudullah,26,16,0,3,162.5,vikramjit singh,NED,P262
BANGLADESH vs NETHERLANDS,Netherlands,4,Sybrand Engelbrecht,c Tanzim Hasan Sakib b Rishad Hossain,33,22,3,1,150,sybrand engelbrecht,NED,P263
BANGLADESH vs NETHERLANDS,Netherlands,5,Scott Edwards (c & wk),c Jaker Ali b Mustafizur,25,23,3,0,108.7,scott edwards,NED,P268
BANGLADESH vs NETHERLANDS,Netherlands,6,Bas de Leede,st Litton Das b Rishad Hossain,0,2,0,0,0,bas de leede,NED,P265
BANGLADESH vs NETHERLANDS,Netherlands,7,Logan van Beek,c and b Rishad Hossain,2,3,0,0,66.67,logan van beek,NED,P270
BANGLADESH vs NETHERLANDS,Netherlands,8,Tim Pringle,b Taskin Ahmed,1,10,0,0,10,tim pringle,NED,P266
BANGLADESH vs NETHERLANDS,Netherlands,9,Aryan Dutt,not out,15,12,1,1,125,aryan dutt,NED,P271
OMAN vs ENGLAND,Oman,1,Pratik Athavale,c Salt b Jofra Archer,5,3,1,0,166.67,pratik athavale,OMN,P115
OMAN vs ENGLAND,Oman,2,Kashyap,c Livingstone b Mark Wood,9,16,0,1,56.25,kashyap prajapati,OMN,P106
OMAN vs ENGLAND,Oman,3,Aqib Ilyas (c),c Will Jacks b Jofra Archer,8,10,1,0,80,aqib ilyas,OMN,P110
OMAN vs ENGLAND,Oman,4,Zeeshan Maqsood,c and b Mark Wood,1,5,0,0,20,zeeshan maqsood,OMN,P111
OMAN vs ENGLAND,Oman,5,Khalid Kail,st Jos Buttler b Adil Rashid,1,3,0,0,33.33,khalid kail,OMN,P109
OMAN vs ENGLAND,Oman,6,Ayaan Khan,b Mark Wood,1,5,0,0,20,ayaan khan,OMN,P113
OMAN vs ENGLAND,Oman,7,Shoaib Khan,c Jos Buttler b Jofra Archer,11,23,1,0,47.83,shoaib khan,OMN,P107
OMAN vs ENGLAND,Oman,8,Mehran Khan,c Moeen b Adil Rashid,0,2,0,0,0,mehran khan,OMN,P108
OMAN vs ENGLAND,Oman,9,Fayyaz Butt,b Adil Rashid,2,7,0,0,28.57,fayyaz butt,OMN,P119
OMAN vs ENGLAND,Oman,10,Kaleemullah,b Adil Rashid,5,5,1,0,100,kaleemullah,OMN,P120
OMAN vs ENGLAND,Oman,11,Bilal Khan,not out,0,1,0,0,0,bilal khan,OMN,P118
OMAN vs ENGLAND,England,1,Philip Salt,b Bilal Khan,12,3,0,2,400,philip salt,ENG,P39
OMAN vs ENGLAND,England,2,Jos Buttler (c & wk),not out,24,8,4,1,300,jos buttler,ENG,P37
OMAN vs ENGLAND,England,3,Will Jacks,c Kashyap b Kaleemullah,5,7,1,0,71.43,will jacks,ENG,P34
OMAN vs ENGLAND,England,4,Jonny Bairstow,not out,8,2,2,0,400,jonny bairstow,ENG,P38
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,1,Tony Ura,b Naveen-ul-Haq,11,18,1,0,61.11,tony ura,PNG,P237
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,2,Assad Vala (c),run out (Fazalhaq Farooqi/Gurbaz),3,2,0,0,150,assad vala,PNG,P232
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,3,Lega Siaka,c Gurbaz b Fazalhaq Farooqi,0,1,0,0,0,lega siaka,PNG,P231
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,4,Sese Bau,c Gurbaz b Fazalhaq Farooqi,0,1,0,0,0,sese bau,PNG,P234
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,5,Hiri Hiri,b Naveen-ul-Haq,1,3,0,0,33.33,hiri hiri,PNG,P229
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,6,Chad Soper,run out (Noor Ahmad/Rashid Khan),9,26,0,0,34.62,chad soper,PNG,P239
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,7,Kiplin Doriga,lbw b Noor Ahmad,27,32,2,0,84.38,kiplin doriga,PNG,P236
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,8,Norman Vanua,run out (Rashid Khan),0,7,0,0,0,norman vanua,PNG,P242
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,9,Alei Nao,c Rashid Khan b Fazalhaq Farooqi,13,19,2,0,68.42,alei nao,PNG,P238
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,10,John Kariko,not out,4,7,1,0,57.14,john kariko,PNG,P240
PAPUA NEW GUINEA vs AFGHANISTAN,Papua New Guinea,11,Semo Kamea,run out (Gurbaz),2,3,0,0,66.67,semo kamea,PNG,P243
PAPUA NEW GUINEA vs AFGHANISTAN,Afghanistan,1,Rahmanullah Gurbaz,b Alei Nao,11,7,1,1,157.14,rahmanullah gurbaz,AFG,P175
PAPUA NEW GUINEA vs AFGHANISTAN,Afghanistan,2,Ibrahim Zadran,b Semo Kamea,0,7,0,0,0,ibrahim zadran,AFG,P166
PAPUA NEW GUINEA vs AFGHANISTAN,Afghanistan,3,Gulbadin Naib,not out,49,36,4,2,136.11,gulbadin naib,AFG,P169
PAPUA NEW GUINEA vs AFGHANISTAN,Afghanistan,4,Azmatullah Omarzai,b Norman Vanua,13,18,1,0,72.22,azmatullah omarzai,AFG,P170
PAPUA NEW GUINEA vs AFGHANISTAN,Afghanistan,5,Mohammad Nabi,not out,16,23,1,0,69.57,mohammad nabi,AFG,P171
SOUTH AFRICA vs NEPAL,South Africa,1,Reeza Hendricks,c and b Dipendra Singh,43,49,5,1,87.76,reeza hendricks,RSA,P122
SOUTH AFRICA vs NEPAL,South Africa,2,de Kock,c and b Dipendra Singh,10,11,1,0,90.91,quinton de kock,RSA,P125
SOUTH AFRICA vs NEPAL,South Africa,3,Markram (c),b Kushal Bhurtel,15,22,2,0,68.18,aiden markram,RSA,P121
SOUTH AFRICA vs NEPAL,South Africa,4,Klaasen,c Karan KC b Kushal Bhurtel,3,5,0,0,60,heinrich klaasen,RSA,P126
SOUTH AFRICA vs NEPAL,South Africa,5,David Miller,c Lamichhane b Dipendra Singh,7,10,0,0,70,david miller,RSA,P123
SOUTH AFRICA vs NEPAL,South Africa,6,Tristan Stubbs,not out,27,18,2,1,150,tristan stubbs,RSA,P128
SOUTH AFRICA vs NEPAL,South Africa,7,Marco Jansen,c Anil Sah b Kushal Bhurtel,1,4,0,0,25,marco jansen,RSA,P124
SOUTH AFRICA vs NEPAL,South Africa,8,Rabada,st Aasif Sheikh b Kushal Bhurtel,0,1,0,0,0,kagiso rabada,RSA,P134
SOUTH AFRICA vs NEPAL,Nepal,1,Kushal Bhurtel,b Shamsi,13,21,1,1,61.9,kushal bhurtel,NEP,P182
SOUTH AFRICA vs NEPAL,Nepal,2,Aasif Sheikh,b Shamsi,42,49,4,1,85.71,aasif sheikh,NEP,P192
SOUTH AFRICA vs NEPAL,Nepal,3,Rohit Paudel (c),b Shamsi,0,2,0,0,0,rohit paudel,NEP,P184
SOUTH AFRICA vs NEPAL,Nepal,4,Anil Sah,c Marco Jansen b Markram,27,24,3,1,112.5,anil sah,NEP,P186
SOUTH AFRICA vs NEPAL,Nepal,5,Dipendra Singh Airee,c de Kock b Shamsi,6,11,0,0,54.55,dipendra singh airee,NEP,P185
SOUTH AFRICA vs NEPAL,Nepal,6,Kushal Malla,b Nortje,1,3,0,0,33.33,kushal malla,NEP,P187
SOUTH AFRICA vs NEPAL,Nepal,7,Gulsan Jha,run out (Klaasen),6,6,1,0,100,gulsan jha,NEP,P194
SOUTH AFRICA vs NEPAL,Nepal,8,Sompal Kami,not out,8,4,0,1,200,sompal kami,NEP,P189
UGANDA vs NEW ZEALAND,Uganda,1,Ronak Patel,c Conway b Santner,2,20,0,0,10,ronak patel,UGA,P215
UGANDA vs NEW ZEALAND,Uganda,2,Simon Ssesazi,lbw b Boult,0,1,0,0,0,simon ssesazi,UGA,P216
UGANDA vs NEW ZEALAND,Uganda,3,Robinson Obuya,b Boult,0,1,0,0,0,robinson obuya,UGA,P214
UGANDA vs NEW ZEALAND,Uganda,4,Alpesh Ramjani,lbw b Southee,0,6,0,0,0,alpesh ramjani,UGA,P220
UGANDA vs NEW ZEALAND,Uganda,5,K Waiswa,b Lockie Ferguson,11,18,2,0,61.11,kenneth waiswa,UGA,P218
UGANDA vs NEW ZEALAND,Uganda,6,Riazat Ali Shah,c Conway b Rachin Ravindra,2,13,0,0,15.38,riazat ali shah,UGA,P219
UGANDA vs NEW ZEALAND,Uganda,7,Dinesh Nakrani,c Glenn Phillips b Rachin Ravindra,4,13,0,0,30.77,dinesh nakrani,UGA,P217
UGANDA vs NEW ZEALAND,Uganda,8,Masaba (c),not out,3,20,0,0,15,brian masaba,UGA,P223
UGANDA vs NEW ZEALAND,Uganda,9,Achelam,lbw b Southee,9,13,1,0,69.23,fred achelam,UGA,P221
UGANDA vs NEW ZEALAND,Uganda,10,Juma Miyagi,lbw b Southee,0,1,0,0,0,juma miyagi,UGA,P226
UGANDA vs NEW ZEALAND,Uganda,11,Cosmas Kyewuta,c Daryl Mitchell b Santner,1,6,0,0,16.67,cosmas kyewuta,UGA,P225
UGANDA vs NEW ZEALAND,New Zealand,1,Finn Allen,c Achelam b Riazat Ali Shah,9,17,1,0,52.94,finn allen,NZ,P152
UGANDA vs NEW ZEALAND,New Zealand,2,Devon Conway,not out,22,15,4,0,146.67,devon conway,NZ,P160
UGANDA vs NEW ZEALAND,New Zealand,3,Rachin Ravindra,not out,1,1,0,0,100,rachin ravindra,NZ,P158
ENGLAND vs NAMIBIA,England,1,Salt,c Zane Green b Wiese,11,8,2,0,137.5,philip salt,ENG,P39
ENGLAND vs NAMIBIA,England,2,Jos Buttler (c & wk),b Trumpelmann,0,4,0,0,0,jos buttler,ENG,P37
ENGLAND vs NAMIBIA,England,3,Bairstow,c Zane Green b Bernard Scholtz,31,18,3,2,172.22,jonny bairstow,ENG,P38
ENGLAND vs NAMIBIA,England,4,Harry Brook,not out,47,20,4,2,235,harry brook,ENG,P31
ENGLAND vs NAMIBIA,England,5,Moeen,c Niko Davin b Trumpelmann,16,6,0,2,266.67,moeen ali,ENG,P33
ENGLAND vs NAMIBIA,England,6,Livingstone,run out (Trumpelmann/Zane Green),13,4,0,2,325,liam livingstone,ENG,P35
ENGLAND vs NAMIBIA,Namibia,1,Michael van Lingen,c Harry Brook b Chris Jordan,33,29,1,3,113.79,michael van lingen,NAM,P250
ENGLAND vs NAMIBIA,Namibia,2,Nikolaas Davin,retd out,18,16,1,1,112.5,nikolaas davin,NAM,P244
ENGLAND vs NAMIBIA,Namibia,3,David Wiese,c Harry Brook b Jofra Archer,27,12,2,2,225,david wiese,NAM,P249
ENGLAND vs NAMIBIA,Namibia,4,Gerhard Erasmus (c),not out,1,3,0,0,33.33,gerhard erasmus,NAM,P246
ENGLAND vs NAMIBIA,Namibia,5,JJ Smit,not out,0,1,0,0,0,jj smit,NAM,P251
SCOTLAND vs AUSTRALIA,Scotland,1,Munsey,c Nathan Ellis b Maxwell,35,23,2,3,152.17,george munsey,SCO,P92
SCOTLAND vs AUSTRALIA,Scotland,2,Michael Jones,b Agar,2,3,0,0,66.67,michael jones,SCO,P91
SCOTLAND vs AUSTRALIA,Scotland,3,Brandon McMullen,c Mitchell Starc b Zampa,60,34,2,6,176.47,brandon mcmullen,SCO,P96
SCOTLAND vs AUSTRALIA,Scotland,4,Berrington (c),not out,42,31,1,2,135.48,richie berrington,SCO,P94
SCOTLAND vs AUSTRALIA,Scotland,5,Matthew Cross,c Agar b Maxwell,18,11,1,1,163.64,matthew cross,SCO,P98
SCOTLAND vs AUSTRALIA,Scotland,6,Michael Leask,c Mitchell Starc b Nathan Ellis,5,8,0,0,62.5,michael leask,SCO,P95
SCOTLAND vs AUSTRALIA,Scotland,7,Chris Greaves,not out,9,10,0,0,90,chris greaves,SCO,P100
SCOTLAND vs AUSTRALIA,Australia,1,Travis Head,c Michael Jones b Safyaan Sharif,68,49,5,4,138.78,travis head,AUS,P77
SCOTLAND vs AUSTRALIA,Australia,2,David Warner,c Berrington b Wheal,1,4,0,0,25,david warner,AUS,P78
SCOTLAND vs AUSTRALIA,Australia,3,Mitchell Marsh (c),c (sub)Charlie Tear b Safyaan Sharif,8,9,1,0,88.89,mitchell marsh,AUS,P79
SCOTLAND vs AUSTRALIA,Australia,4,Glenn Maxwell,b Mark Watt,11,8,0,1,137.5,glenn maxwell,AUS,P81
SCOTLAND vs AUSTRALIA,Australia,5,Marcus Stoinis,b Mark Watt,59,29,9,2,203.45,marcus stoinis,AUS,P82
SCOTLAND vs AUSTRALIA,Australia,6,Tim David,not out,24,14,2,1,171.43,tim david,AUS,P76
SCOTLAND vs AUSTRALIA,Australia,7,Matthew Wade,not out,4,5,0,0,80,matthew wade,AUS,P85
IRELAND vs PAKISTAN,Ireland,1,Balbirnie,b Shaheen Afridi,0,3,0,0,0,andrew balbirnie,IRE,P17
IRELAND vs PAKISTAN,Ireland,2,Stirling (c),c Rizwan b Amir,1,2,0,0,50,paul stirling,IRE,P19
IRELAND vs PAKISTAN,Ireland,3,Lorcan Tucker,c Rizwan b Shaheen Afridi,2,2,0,0,100,lorcan tucker,IRE,P24
IRELAND vs PAKISTAN,Ireland,4,Harry Tector,lbw b Shaheen Afridi,0,6,0,0,0,harry tector,IRE,P18
IRELAND vs PAKISTAN,Ireland,5,Curtis Campher,c Saim Ayub b Haris Rauf,7,14,1,0,50,curtis campher,IRE,P21
IRELAND vs PAKISTAN,Ireland,6,Dockrell,c and b Amir,11,10,2,0,110,george dockrell,IRE,P22
IRELAND vs PAKISTAN,Ireland,7,Delany,c Shadab Khan b Imad Wasim,31,19,1,3,163.16,gareth delany,IRE,P20
IRELAND vs PAKISTAN,Ireland,8,Mark Adair,c Shaheen Afridi b Imad Wasim,15,19,2,0,78.95,mark adair,IRE,P25
IRELAND vs PAKISTAN,Ireland,9,Barry McCarthy,b Imad Wasim,2,7,0,0,28.57,barry mccarthy,IRE,P28
IRELAND vs PAKISTAN,Ireland,10,Joshua Little,not out,22,18,2,1,122.22,joshua little,IRE,P27
IRELAND vs PAKISTAN,Ireland,11,Benjamin White,not out,5,20,0,0,25,benjamin white,IRE,P30
IRELAND vs PAKISTAN,Pakistan,1,Mohammad Rizwan,c Mark Adair b Barry McCarthy,17,16,3,0,106.25,mohammad rizwan,PAK,P297
IRELAND vs PAKISTAN,Pakistan,2,Saim Ayub,c Lorcan Tucker b Mark Adair,17,17,2,1,100,saim ayub,PAK,P293
IRELAND vs PAKISTAN,Pakistan,3,Babar Azam (c),not out,32,34,2,0,94.12,babar azam,PAK,P290
IRELAND vs PAKISTAN,Pakistan,4,Fakhar Zaman,c (sub)Ross Adair b Curtis Campher,5,9,0,0,55.56,fakhar zaman,PAK,P291
IRELAND vs PAKISTAN,Pakistan,5,Usman Khan,c Harry Tector b Barry McCarthy,2,3,0,0,66.67,usman khan,PAK,P298
IRELAND vs PAKISTAN,Pakistan,6,Shadab Khan,c Lorcan Tucker b Barry McCarthy,0,2,0,0,0,shadab khan,PAK,P295
IRELAND vs PAKISTAN,Pakistan,7,Imad Wasim,c Harry Tector b Curtis Campher,4,6,1,0,66.67,imad wasim,PAK,P294
IRELAND vs PAKISTAN,Pakistan,8,Abbas Afridi,c (sub)Ross Adair b Benjamin White,17,21,1,1,80.95,abbas afridi,PAK,P301
IRELAND vs PAKISTAN,Pakistan,9,Shaheen Afridi,not out,13,5,0,2,260,shaheen afridi,PAK,P304
BANGLADESH vs NEPAL,Bangladesh,1,Tanzid Hasan,c and b Sompal Kami,0,1,0,0,0,tanzid hasan tamim,BAN,P277
BANGLADESH vs NEPAL,Bangladesh,2,Litton Das,c Aasif Sheikh b Sompal Kami,10,12,1,0,83.33,litton das,BAN,P282
BANGLADESH vs NEPAL,Bangladesh,3,Shanto (c),b Dipendra Singh,4,5,0,0,80,najmul hossain shanto,BAN,P275
BANGLADESH vs NEPAL,Bangladesh,4,Shakib,lbw b Rohit Paudel,17,22,2,0,77.27,shakib al hasan,BAN,P279
BANGLADESH vs NEPAL,Bangladesh,5,Towhid Hridoy,c Lamichhane b Rohit Paudel,9,7,2,0,128.57,towhid hridoy,BAN,P278
BANGLADESH vs NEPAL,Bangladesh,6,Mahmudullah,run out (Gulsan Jha/Lamichhane),13,13,2,0,100,mahmudullah,BAN,P280
BANGLADESH vs NEPAL,Bangladesh,7,Jaker Ali,b Lamichhane,12,26,0,0,46.15,jaker ali,BAN,P283
BANGLADESH vs NEPAL,Bangladesh,8,Tanzim Hasan Sakib,b Lamichhane,3,5,0,0,60,tanzim hasan sakib,BAN,P289
BANGLADESH vs NEPAL,Bangladesh,9,Rishad Hossain,c Anil Sah b Dipendra Singh,13,7,1,1,185.71,rishad hossain,BAN,P286
BANGLADESH vs NEPAL,Bangladesh,10,Taskin Ahmed,not out,12,15,2,0,80,taskin ahmed,BAN,P284
BANGLADESH vs NEPAL,Bangladesh,11,Mustafizur,run out (Rohit Paudel/Dipendra Singh),3,4,0,0,75,mustafizur rahman,BAN,P287
BANGLADESH vs NEPAL,Nepal,1,Kushal Bhurtel,b Tanzim Hasan Sakib,4,8,1,0,50,kushal bhurtel,NEP,P182
BANGLADESH vs NEPAL,Nepal,2,Aasif Sheikh,c Shakib b Mustafizur,17,14,4,0,121.43,aasif sheikh,NEP,P192
BANGLADESH vs NEPAL,Nepal,3,Anil Sah,c Shanto b Tanzim Hasan Sakib,0,2,0,0,0,anil sah,NEP,P186
BANGLADESH vs NEPAL,Nepal,4,Rohit Paudel (c),c Rishad Hossain b Tanzim Hasan Sakib,1,6,0,0,16.67,rohit paudel,NEP,P184
BANGLADESH vs NEPAL,Nepal,5,Sundeep Jora,c Rishad Hossain b Tanzim Hasan Sakib,1,8,0,0,12.5,sundeep jora,NEP,P183
BANGLADESH vs NEPAL,Nepal,6,Kushal Malla,c Shanto b Mustafizur,27,40,1,1,67.5,kushal malla,NEP,P187
BANGLADESH vs NEPAL,Nepal,7,Dipendra Singh Airee,c Litton Das b Mustafizur,25,31,2,1,80.65,dipendra singh airee,NEP,P185
BANGLADESH vs NEPAL,Nepal,8,Gulsan Jha,c Towhid Hridoy b Taskin Ahmed,0,4,0,0,0,gulsan jha,NEP,P194
BANGLADESH vs NEPAL,Nepal,9,Sompal Kami,st Litton Das b Shakib,0,2,0,0,0,sompal kami,NEP,P189
BANGLADESH vs NEPAL,Nepal,10,Sandeep Lamichhane,not out,0,0,0,0,0,sandeep lamichhane,NEP,P197
BANGLADESH vs NEPAL,Nepal,11,Abinash Bohara,lbw b Shakib,0,1,0,0,0,abinash bohara,NEP,P195
SRI LANKA vs NETHERLANDS,Sri Lanka,1,Pathum Nissanka,c Sybrand Engelbrecht b Kingma,0,2,0,0,0,pathum nissanka,SL,P136
SRI LANKA vs NETHERLANDS,Sri Lanka,2,Kusal Mendis,c Sybrand Engelbrecht b Aryan Dutt,46,29,5,0,158.62,kusal mendis,SL,P144
SRI LANKA vs NETHERLANDS,Sri Lanka,3,Kamindu Mendis,c van Beek b van Meekeren,17,20,1,1,85,kamindu mendis,SL,P140
SRI LANKA vs NETHERLANDS,Sri Lanka,4,Dhananjaya de Silva,c Bas de Leede b Tim Pringle,34,26,3,1,130.77,dhananjaya de silva,SL,P138
SRI LANKA vs NETHERLANDS,Sri Lanka,5,Asalanka,c Bas de Leede b van Beek,46,21,1,5,219.05,charith asalanka,SL,P137
SRI LANKA vs NETHERLANDS,Sri Lanka,6,Mathews,not out,30,15,1,2,200,angelo mathews,SL,P139
SRI LANKA vs NETHERLANDS,Sri Lanka,7,Shanaka,c Edwards b van Beek,0,1,0,0,0,dasun shanaka,SL,P141
SRI LANKA vs NETHERLANDS,Sri Lanka,8,W Hasaranga (c),not out,20,6,1,2,333.33,wanindu hasaranga,SL,P142
SRI LANKA vs NETHERLANDS,Netherlands,1,Michael Levitt,st Kusal Mendis b M Theekshana,31,23,2,3,134.78,michael levitt,NED,P264
SRI LANKA vs NETHERLANDS,Netherlands,2,Max ODowd,c Kamindu Mendis b N Thushara,11,8,0,1,137.5,max odowd,NED,P260
SRI LANKA vs NETHERLANDS,Netherlands,3,Vikramjit Singh,c Kamindu Mendis b Shanaka,7,10,0,0,70,vikramjit singh,NED,P262
SRI LANKA vs NETHERLANDS,Netherlands,4,Sybrand Engelbrecht,c Asalanka b Matheesha Pathirana,11,9,0,1,122.22,sybrand engelbrecht,NED,P263
SRI LANKA vs NETHERLANDS,Netherlands,5,Scott Edwards (c & wk),c M Theekshana b N Thushara,31,24,2,1,129.17,scott edwards,NED,P268
SRI LANKA vs NETHERLANDS,Netherlands,6,Bas de Leede,c Asalanka b W Hasaranga,3,5,0,0,60,bas de leede,NED,P265
SRI LANKA vs NETHERLANDS,Netherlands,7,Logan van Beek,run out (Kusal Mendis),0,1,0,0,0,logan van beek,NED,P270
SRI LANKA vs NETHERLANDS,Netherlands,8,Tim Pringle,st Kusal Mendis b W Hasaranga,2,4,0,0,50,tim pringle,NED,P266
SRI LANKA vs NETHERLANDS,Netherlands,9,Aryan Dutt,b Matheesha Pathirana,10,8,1,0,125,aryan dutt,NED,P271
SRI LANKA vs NETHERLANDS,Netherlands,10,Paul van Meekeren,lbw b N Thushara,3,8,0,0,37.5,paul van meekeren,NED,P272
SRI LANKA vs NETHERLANDS,Netherlands,11,Vivian Kingma,not out,1,1,0,0,100,vivian kingma,NED,P273
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,1,Tony Ura,c Glenn Phillips b Southee,1,2,0,0,50,tony ura,PNG,P237
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,2,Assad Vala (c),c Daryl Mitchell b Lockie Ferguson,6,16,1,0,37.5,assad vala,PNG,P232
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,3,Charles Amini,lbw b Lockie Ferguson,17,25,2,0,68,charles amini,PNG,P233
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,4,Sese Bau,c Finn Allen b Santner,12,27,1,0,44.44,sese bau,PNG,P234
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,5,Hiri Hiri,b Boult,7,11,1,0,63.64,hiri hiri,PNG,P229
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,6,Chad Soper,b Lockie Ferguson,1,6,0,0,16.67,chad soper,PNG,P239
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,7,Kiplin Doriga,b Southee,5,7,1,0,71.43,kiplin doriga,PNG,P236
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,8,Norman Vanua,c Daryl Mitchell b Boult,14,13,1,1,107.69,norman vanua,PNG,P242
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,9,Alei Nao,c Daryl Mitchell b Ish Sodhi,3,7,0,0,42.86,alei nao,PNG,P238
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,10,Kabua Morea,st Conway b Ish Sodhi,0,3,0,0,0,kabua morea,PNG,P241
PAPUA NEW GUINEA vs NEW ZEALAND,Papua New Guinea,11,Semo Kamea,not out,1,1,0,0,100,semo kamea,PNG,P243
PAPUA NEW GUINEA vs NEW ZEALAND,New Zealand,1,Finn Allen,c Kiplin Doriga b Kabua Morea,0,2,0,0,0,finn allen,NZ,P152
PAPUA NEW GUINEA vs NEW ZEALAND,New Zealand,2,Devon Conway,lbw b Semo Kamea,35,32,2,3,109.38,devon conway,NZ,P160
PAPUA NEW GUINEA vs NEW ZEALAND,New Zealand,3,Rachin Ravindra,c Semo Kamea b Kabua Morea,6,11,0,0,54.55,rachin ravindra,NZ,P158
PAPUA NEW GUINEA vs NEW ZEALAND,New Zealand,4,Kane Williamson (c),not out,18,17,2,0,105.88,kane williamson,NZ,P151
PAPUA NEW GUINEA vs NEW ZEALAND,New Zealand,5,Daryl Mitchell,not out,19,12,3,0,158.33,daryl mitchell,NZ,P156
